ID;HW;LENGTH;TIME
7922;274;69;13144845.14296 ns;
7923;130;31;13182604.21976 ns;
7924;722;176;13144059.57237 ns;
7925;326;83;13129589.14787 ns;
7926;651;168;13143918.01134 ns;
7927;204;51;13189441.99011 ns;
7928;131;34;13549634.72113 ns;
7929;489;124;13193091.84328 ns;
7930;31;6;13207159.00511 ns;
7931;6;1;13228263.70597 ns;
7932;202;54;13168869.07443 ns;
7933;659;164;13176535.72187 ns;
7934;782;187;13203470.03639 ns;
7935;301;73;13214247.30122 ns;
7936;304;80;13204972.25970 ns;
7937;375;94;13227354.26947 ns;
7938;659;167;13245123.90420 ns;
7939;100;28;13449286.11070 ns;
7940;244;59;13171099.12634 ns;
7941;511;130;13187008.90988 ns;
7942;211;52;13170299.58591 ns;
7943;329;86;13152879.66281 ns;
7944;380;98;13190107.88575 ns;
7945;237;57;13223532.58729 ns;
7946;397;96;13219520.91530 ns;
7947;528;133;13187150.00525 ns;
7948;689;174;13181676.15682 ns;
7949;488;123;13174857.94425 ns;
7950;533;131;13187929.98791 ns;
7951;85;21;13246020.76784 ns;
7952;168;41;13217797.96854 ns;
7953;735;185;13184892.01367 ns;
7954;44;10;13183300.84905 ns;
7955;138;36;13143931.04985 ns;
7956;243;63;13265503.10478 ns;
7957;45;11;13215105.04931 ns;
7958;389;99;13292871.88128 ns;
7959;327;81;13130136.76554 ns;
7960;418;103;13196393.38180 ns;
7961;247;60;13229117.26311 ns;
7962;105;27;13128982.39121 ns;
7963;544;137;13149298.72751 ns;
7964;300;74;13147075.19487 ns;
7965;410;107;13183580.71148 ns;
7966;713;175;13142107.05459 ns;
7967;450;119;13238028.15750 ns;
7968;441;117;13134718.40695 ns;
7969;60;17;13131419.66239 ns;
7970;367;91;13130693.69644 ns;
7971;552;139;13148895.93050 ns;
7972;707;181;13130592.18228 ns;
7973;641;168;13144406.02437 ns;
7974;533;127;13129257.13137 ns;
7975;548;141;13161255.04673 ns;
7976;558;142;13175387.86680 ns;
7977;425;108;13146258.89063 ns;
7978;203;50;13151146.00584 ns;
7979;471;120;13171643.01872 ns;
7980;510;129;13242023.06569 ns;
7981;750;177;13230914.71568 ns;
7982;28;8;13202028.34904 ns;
7983;156;44;13144046.99951 ns;
7984;98;23;13133037.83536 ns;
7985;625;150;13140346.85493 ns;
7986;730;181;13133635.74445 ns;
7987;209;54;13129314.87337 ns;
7988;157;40;13197778.72413 ns;
7989;284;68;13198739.84903 ns;
7990;153;36;13142952.22983 ns;
7991;558;140;13207357.37681 ns;
7992;604;140;13147369.95846 ns;
7993;344;82;13223319.31442 ns;
7994;718;179;13129835.01703 ns;
7995;680;172;13140980.15428 ns;
7996;444;109;13203583.19208 ns;
7997;489;131;13195990.11913 ns;
7998;703;176;13141314.03342 ns;
7999;413;111;13143759.22084 ns;
8000;343;90;13187080.15606 ns;
8001;332;82;13154441.95643 ns;
8002;200;47;13143092.39388 ns;
8003;688;168;13147382.99698 ns;
8004;171;40;13286779.16899 ns;
8005;565;149;13131660.87493 ns;
8006;663;163;13216838.70628 ns;
8007;468;120;13209125.02706 ns;
8008;364;89;13136879.07532 ns;
8009;387;98;13178713.15405 ns;
8010;252;61;13130754.23241 ns;
8011;399;100;13190385.88554 ns;
8012;92;23;13466492.29527 ns;
8013;191;47;13143561.78045 ns;
8014;110;28;13130168.89617 ns;
8015;379;98;13142253.73790 ns;
8016;239;64;13131983.11254 ns;
8017;394;98;13143426.27302 ns;
8018;375;92;13133114.66947 ns;
8019;562;144;13239433.98893 ns;
8020;313;80;13145667.96646 ns;
8021;656;171;13144652.35919 ns;
8022;640;161;13202772.01012 ns;
8023;32;7;13144849.79957 ns;
8024;351;85;13134018.98369 ns;
8025;747;182;13132139.10908 ns;
8026;115;29;13247010.29807 ns;
8027;563;139;13145760.16739 ns;
8028;79;19;13132730.96457 ns;
8029;356;96;13131314.88860 ns;
8030;386;98;13181910.85011 ns;
8031;251;63;13131075.07303 ns;
8032;20;7;13145030.01049 ns;
8033;586;144;13184576.76098 ns;
8034;657;164;13157525.56548 ns;
8035;700;187;13132316.99169 ns;
8036;437;102;13142916.83957 ns;
8037;442;109;13165349.14076 ns;
8038;312;80;13144278.89884 ns;
8039;217;55;13188979.12279 ns;
8040;19;5;13143153.86117 ns;
8041;647;156;13183786.99943 ns;
8042;156;37;13143859.80368 ns;
8043;9;3;13146867.97559 ns;
8044;133;34;13143060.26325 ns;
8045;271;68;13143193.90804 ns;
8046;574;145;13131400.10461 ns;
8047;390;99;13145126.86804 ns;
8048;675;170;13195899.78084 ns;
8049;650;159;13130416.16231 ns;
8050;758;183;13186533.93537 ns;
8051;770;182;13155646.15652 ns;
8052;131;33;13143306.13241 ns;
8053;461;117;13136004.09776 ns;
8054;527;131;13266250.95680 ns;
8055;265;65;13330216.98520 ns;
8056;273;67;13201724.73788 ns;
8057;358;94;13196884.65446 ns;
8058;216;52;13176746.20077 ns;
8059;158;43;13141950.59240 ns;
8060;799;186;13174062.12911 ns;
8061;486;124;13153422.62387 ns;
8062;439;109;13236598.11169 ns;
8063;179;45;13245144.85896 ns;
8064;180;41;13200200.16283 ns;
8065;339;82;13194628.05986 ns;
8066;579;145;13131532.81808 ns;
8067;365;90;13295595.99981 ns;
8068;712;179;13261128.21698 ns;
8069;55;15;13233934.06346 ns;
8070;626;157;13265783.89853 ns;
8071;243;58;13276728.80143 ns;
8072;276;70;13189577.03188 ns;
8073;332;80;13231988.99627 ns;
8074;152;41;13313214.29461 ns;
8075;265;74;13232183.64269 ns;
8076;198;56;13217492.02907 ns;
8077;61;15;13203570.15356 ns;
8078;293;78;13242390.00678 ns;
8079;4;1;13190665.74797 ns;
8080;514;125;13250671.32711 ns;
8081;247;58;13270617.92836 ns;
8082;660;166;13292436.02231 ns;
8083;703;179;13209837.02317 ns;
8084;198;48;13183151.37178 ns;
8085;91;22;13274846.13284 ns;
8086;126;34;13567519.83985 ns;
8087;659;158;13214244.04159 ns;
8088;530;129;13228046.70781 ns;
8089;470;114;13213336.93340 ns;
8090;284;75;13225163.33312 ns;
8091;404;97;13186238.70611 ns;
8092;482;117;13255133.29357 ns;
8093;708;173;13278625.90551 ns;
8094;520;130;13244272.20970 ns;
8095;179;43;13252655.97552 ns;
8096;637;151;13210479.17008 ns;
8097;626;150;13215272.68738 ns;
8098;46;12;13141135.21948 ns;
8099;91;25;13236886.82169 ns;
8100;650;157;13228913.76913 ns;
8101;417;103;13224163.09267 ns;
8102;388;99;13235293.32876 ns;
8103;473;115;13247834.98421 ns;
8104;406;101;13197841.12275 ns;
8105;40;9;13182516.20978 ns;
8106;760;181;13213344.84965 ns;
8107;608;157;13225998.26381 ns;
8108;155;43;13183691.07321 ns;
8109;282;71;13195164.03601 ns;
8110;485;120;13179202.09840 ns;
8111;103;25;13130613.13704 ns;
8112;435;112;13247838.70950 ns;
8113;344;83;13176001.14271 ns;
8114;702;175;13305012.13670 ns;
8115;343;82;13151462.18985 ns;
8116;746;189;13200262.09578 ns;
8117;397;98;13184707.14614 ns;
8118;688;175;13143737.80042 ns;
8119;581;143;13183366.04163 ns;
8120;623;163;13140487.01897 ns;
8121;247;61;13172779.69792 ns;
8122;31;7;13157302.97938 ns;
8123;726;177;13129455.03742 ns;
8124;388;100;13210075.90741 ns;
8125;527;123;13132167.04875 ns;
8126;720;179;13132425.95643 ns;
8127;715;184;13193360.99550 ns;
8128;409;107;13166849.03577 ns;
8129;642;159;13183431.23421 ns;
8130;122;30;13132319.78565 ns;
8131;688;169;13145226.05389 ns;
8132;713;177;13189607.29986 ns;
8133;269;75;13145156.67036 ns;
8134;333;83;13130971.23057 ns;
8135;426;111;13143137.09736 ns;
8136;638;160;13299888.93121 ns;
8137;383;86;13216119.25960 ns;
8138;579;148;13251087.16264 ns;
8139;306;76;13183072.67502 ns;
8140;54;14;13226932.84601 ns;
8141;104;25;13173507.06086 ns;
8142;505;122;13167093.97361 ns;
8143;116;28;13270160.64897 ns;
8144;712;187;13220550.95807 ns;
8145;338;83;13209018.39063 ns;
8146;543;139;13183612.84211 ns;
8147;278;72;13244824.01833 ns;
8148;67;17;13169809.24457 ns;
8149;709;175;13223544.22882 ns;
8150;49;12;13227426.91264 ns;
8151;706;172;13264124.28170 ns;
8152;53;12;13231066.98692 ns;
8153;725;175;13224293.94349 ns;
8154;280;65;13230567.33236 ns;
8155;569;146;13186902.73911 ns;
8156;399;101;13246326.24164 ns;
8157;296;70;13225743.08142 ns;
8158;639;161;13294267.00249 ns;
8159;332;83;13590694.87080 ns;
8160;196;51;13209342.02522 ns;
8161;363;92;13204766.90307 ns;
8162;100;22;13348204.08374 ns;
8163;745;185;13333891.98408 ns;
8164;565;144;13377774.04115 ns;
8165;251;64;13496652.71118 ns;
8166;610;149;13416945.00297 ns;
8167;564;136;13342110.90580 ns;
8168;264;66;13285588.93874 ns;
8169;103;29;13261920.77249 ns;
8170;743;185;13254215.94083 ns;
8171;239;60;13306973.96770 ns;
8172;238;59;13268345.96694 ns;
8173;279;67;13229458.12717 ns;
8174;475;118;13163465.07519 ns;
8175;133;31;13161789.16022 ns;
8176;163;38;13161245.26784 ns;
8177;628;148;13160508.12602 ns;
8178;163;38;13205161.78384 ns;
8179;499;126;13186088.29752 ns;
8180;136;33;13225913.04779 ns;
8181;624;160;13243272.90058 ns;
8182;97;25;13153187.93058 ns;
8183;11;2;13161022.68174 ns;
8184;86;20;13151776.97688 ns;
8185;407;103;13163708.15039 ns;
8186;666;165;13371525.33233 ns;
8187;183;47;13311570.04461 ns;
8188;494;122;13192066.92278 ns;
8189;417;106;13183840.08482 ns;
8190;691;169;13184403.06932 ns;
8191;603;153;13173666.78268 ns;
8192;153;35;13142361.77132 ns;
8193;467;122;13174975.75656 ns;
8194;397;97;13187751.17397 ns;
8195;445;107;13237581.12267 ns;
8196;411;105;13189435.93651 ns;
8197;269;66;13266505.20787 ns;
8198;483;121;13154430.78056 ns;
8199;20;6;13187960.72155 ns;
8200;550;135;13318297.91889 ns;
8201;305;74;13209835.16052 ns;
8202;352;90;13288881.62971 ns;
8203;34;8;13186405.87851 ns;
8204;352;89;13171769.21293 ns;
8205;162;40;13140627.18302 ns;
8206;256;66;13183920.17856 ns;
8207;605;150;13171215.07600 ns;
8208;407;101;13165972.19557 ns;
8209;466;113;13368766.28920 ns;
8210;70;20;13201538.00771 ns;
8211;712;175;13207335.95639 ns;
8212;555;130;13182330.41093 ns;
8213;161;42;13203468.63940 ns;
8214;174;42;13146335.25908 ns;
8215;123;31;13133923.98879 ns;
8216;248;62;13133293.01775 ns;
8217;479;117;13186010.06642 ns;
8218;115;31;13129660.85970 ns;
8219;591;146;13131076.00436 ns;
8220;529;129;13206245.37766 ns;
8221;172;42;13145225.12257 ns;
8222;253;59;13130354.22936 ns;
8223;567;146;13132507.91281 ns;
8224;464;124;13163365.88934 ns;
8225;348;86;13190848.75286 ns;
8226;638;160;13145899.86578 ns;
8227;391;90;13216549.99629 ns;
8228;589;149;13140044.64075 ns;
8229;329;82;13171479.57161 ns;
8230;274;69;13149887.78904 ns;
8231;629;156;13213899.91790 ns;
8232;683;167;13463862.24031 ns;
8233;558;140;13150254.26447 ns;
8234;44;11;13146393.00108 ns;
8235;615;142;13144127.09326 ns;
8236;3;1;13143768.06840 ns;
8237;651;167;13140157.79644 ns;
8238;368;98;13143185.99179 ns;
8239;337;86;13281016.14490 ns;
8240;71;16;13146296.14353 ns;
8241;734;181;13134962.41346 ns;
8242;686;175;13203226.96120 ns;
8243;592;153;13134218.75238 ns;
8244;559;139;13146859.12803 ns;
8245;716;174;13179241.67961 ns;
8246;41;10;13198236.00352 ns;
8247;18;5;13144412.07796 ns;
8248;505;124;13133125.37968 ns;
8249;33;9;13141728.00630 ns;
8250;347;92;13142288.19683 ns;
8251;745;183;13128985.18518 ns;
8252;516;133;13165425.04355 ns;
8253;69;18;13132450.17081 ns;
8254;510;132;13195202.68589 ns;
8255;719;182;13133134.22725 ns;
8256;452;116;13129088.09632 ns;
8257;25;5;13143682.85239 ns;
8258;568;136;13148109.89425 ns;
8259;357;89;13171095.86671 ns;
8260;50;13;13143425.80736 ns;
8261;530;131;13254325.83690 ns;
8262;561;139;13143164.10571 ns;
8263;488;122;13128748.16358 ns;
8264;347;91;13132947.03141 ns;
8265;424;112;13140169.43797 ns;
8266;326;86;13131301.85008 ns;
8267;596;150;13131922.11092 ns;
8268;141;34;13183683.15697 ns;
8269;661;162;13150857.29584 ns;
8270;169;40;13143316.84262 ns;
8271;675;178;13201478.86872 ns;
8272;495;133;13187344.65167 ns;
8273;694;170;13143614.86584 ns;
8274;512;124;13231446.03521 ns;
8275;683;178;13257038.31390 ns;
8276;624;159;13231241.14424 ns;
8277;9;3;13187288.77231 ns;
8278;334;81;13175436.76123 ns;
8279;254;63;13132573.10539 ns;
8280;639;161;13186761.17808 ns;
8281;589;148;13174341.99154 ns;
8282;49;11;13189366.08732 ns;
8283;505;123;13379047.62477 ns;
8284;44;9;13218841.98114 ns;
8285;478;122;13198005.03552 ns;
8286;281;68;13144959.69564 ns;
8287;413;106;13356932.90457 ns;
8288;429;103;13246402.61009 ns;
8289;148;37;13225962.40789 ns;
8290;543;134;13266743.16078 ns;
8291;589;141;13302545.06320 ns;
8292;750;180;13175349.68257 ns;
8293;0;0;13235545.25152 ns;
8294;664;162;13288851.36172 ns;
8295;426;104;13249193.78385 ns;
8296;269;67;13203246.05331 ns;
8297;205;55;13176435.13903 ns;
8298;211;55;13247524.38813 ns;
8299;629;160;13175243.97746 ns;
8300;407;105;13242567.88939 ns;
8301;359;89;13239075.89540 ns;
8302;656;164;13189360.96504 ns;
8303;588;152;13183121.10379 ns;
8304;37;10;13143219.98507 ns;
8305;35;8;13265319.16857 ns;
8306;444;108;13567605.98719 ns;
8307;714;182;13198348.22789 ns;
8308;367;87;13172626.96102 ns;
8309;538;134;13188623.35756 ns;
8310;164;42;13140832.07399 ns;
8311;407;98;13187699.01991 ns;
8312;579;148;13210753.91024 ns;
8313;528;138;13208531.30892 ns;
8314;283;67;13145732.22771 ns;
8315;345;93;13130391.01660 ns;
8316;381;97;13146538.75306 ns;
8317;345;84;13130125.12401 ns;
8318;765;189;13130776.11849 ns;
8319;441;109;13208843.76764 ns;
8320;326;82;13188011.94429 ns;
8321;130;33;13144911.73252 ns;
8322;305;79;13141849.07824 ns;
8323;612;153;13194740.74990 ns;
8324;348;90;13145549.68849 ns;
8325;239;60;13131842.01717 ns;
8326;551;140;13154181.18611 ns;
8327;538;139;13200251.85123 ns;
8328;249;63;13133280.91055 ns;
8329;579;140;13145404.86783 ns;
8330;315;81;13159072.02661 ns;
8331;717;181;13131299.05611 ns;
8332;354;94;13273464.05014 ns;
8333;717;180;13132702.09357 ns;
8334;206;49;13175352.01088 ns;
8335;213;58;13144875.87661 ns;
8336;192;44;13148824.21866 ns;
8337;614;151;13134081.84797 ns;
8338;514;121;13155789.11453 ns;
8339;356;89;13136191.75926 ns;
8340;467;121;13135738.20516 ns;
8341;376;98;13146161.56742 ns;
8342;39;9;13196703.97788 ns;
8343;258;62;13135524.00097 ns;
8344;52;12;13171443.71569 ns;
8345;60;13;13195381.96549 ns;
8346;415;102;13143741.99137 ns;
8347;252;56;13173948.97342 ns;
8348;559;133;13169549.87124 ns;
8349;162;39;13260917.27242 ns;
8350;580;148;13139809.01614 ns;
8351;309;76;13146996.96377 ns;
8352;290;71;13146479.14842 ns;
8353;329;77;13206806.03385 ns;
8354;375;94;13136851.60130 ns;
8355;70;23;13132659.71839 ns;
8356;187;47;13145631.17921 ns;
8357;517;125;13249319.97806 ns;
8358;757;189;13194188.94127 ns;
8359;182;46;13145220.93162 ns;
8360;102;27;13191614.76567 ns;
8361;51;13;13145382.05042 ns;
8362;371;94;13135808.98568 ns;
8363;356;84;13131788.93179 ns;
8364;52;12;13202700.76394 ns;
8365;14;4;13148873.11310 ns;
8366;380;94;13134380.80251 ns;
8367;109;24;13196027.83769 ns;
8368;687;169;13148027.00654 ns;
8369;680;173;13147270.77261 ns;
8370;26;7;13143293.09389 ns;
8371;744;185;13164772.18643 ns;
8372;294;68;13150970.91720 ns;
8373;290;74;13157830.10796 ns;
8374;443;111;13200010.63868 ns;
8375;446;112;13147694.99004 ns;
8376;80;23;13131826.18469 ns;
8377;87;21;13160748.87291 ns;
8378;416;104;13209536.67164 ns;
8379;241;62;13505598.06451 ns;
8380;90;21;13129991.01356 ns;
8381;404;98;13142682.14628 ns;
8382;241;64;13133060.18710 ns;
8383;429;107;13141540.81047 ns;
8384;107;28;13131202.66423 ns;
8385;712;173;13144428.37611 ns;
8386;249;65;13314426.41094 ns;
8387;3;1;13209130.14933 ns;
8388;200;53;13131720.01392 ns;
8389;679;180;13170533.34787 ns;
8390;500;121;13148006.98310 ns;
8391;600;149;13131202.66423 ns;
8392;312;76;13145898.00313 ns;
8393;620;152;13182772.78915 ns;
8394;5;2;13144764.11790 ns;
8395;709;168;13141465.83900 ns;
8396;366;89;13132881.83883 ns;
8397;206;47;13147237.24499 ns;
8398;254;63;13130958.65771 ns;
8399;572;148;13171637.89645 ns;
8400;124;29;13130803.12684 ns;
8401;506;131;13199083.97272 ns;
8402;644;160;13234126.84724 ns;
8403;721;187;13225833.88537 ns;
8404;696;173;13184087.81663 ns;
8405;761;189;13169350.10254 ns;
8406;260;63;13228069.99087 ns;
8407;462;119;13131312.09463 ns;
8408;51;11;13296674.93701 ns;
8409;530;138;13181522.02293 ns;
8410;675;162;13183839.15350 ns;
8411;733;184;13169024.13964 ns;
8412;308;76;13218403.79387 ns;
8413;603;151;13135023.88075 ns;
8414;288;75;13180981.39018 ns;
8415;495;123;13179617.00261 ns;
8416;545;143;13161582.87227 ns;
8417;611;153;13501427.13636 ns;
8418;92;23;13176593.92953 ns;
8419;634;159;13207091.01856 ns;
8420;690;175;13199909.12452 ns;
8421;685;180;13204579.70724 ns;
8422;671;172;13144819.06593 ns;
8423;440;111;13201928.23187 ns;
8424;422;108;13146485.66768 ns;
8425;450;113;13133750.76279 ns;
8426;61;15;13148460.07153 ns;
8427;48;11;13146569.02105 ns;
8428;544;128;13136543.79919 ns;
8429;158;42;13150383.71831 ns;
8430;96;26;13210603.96731 ns;
8431;488;120;13203927.78143 ns;
8432;717;178;13132963.79521 ns;
8433;466;115;13133106.28757 ns;
8434;711;182;13211546.00009 ns;
8435;332;87;13133279.97923 ns;
8436;515;128;13130748.17881 ns;
8437;98;22;13209359.72035 ns;
8438;749;183;13146726.88022 ns;
8439;240;68;13148279.86062 ns;
8440;658;160;13132687.65807 ns;
8441;454;117;13195122.12649 ns;
8442;333;86;13194667.64107 ns;
8443;705;171;13144590.89190 ns;
8444;738;176;13145009.05573 ns;
8445;13;4;13179372.99609 ns;
8446;127;29;13134751.93456 ns;
8447;134;33;13162777.29347 ns;
8448;579;141;13228964.99187 ns;
8449;15;4;13208020.01283 ns;
8450;340;78;13256890.69927 ns;
8451;691;171;13145142.23486 ns;
8452;665;161;13185378.16405 ns;
8453;550;134;13493678.06688 ns;
8454;45;12;13414013.19951 ns;
8455;104;28;13174240.01172 ns;
8456;499;126;13172161.76540 ns;
8457;444;113;13201903.08616 ns;
8458;104;26;13424970.67526 ns;
8459;393;100;13201754.07454 ns;
8460;422;105;13248058.96729 ns;
8461;628;154;13169997.83739 ns;
8462;38;9;13185617.97962 ns;
8463;366;87;13201551.04622 ns;
8464;57;17;13170090.96965 ns;
8465;783;189;13132443.18590 ns;
8466;163;45;13184606.09764 ns;
8467;483;124;13263339.17677 ns;
8468;525;127;13167956.37831 ns;
8469;209;51;13169735.20443 ns;
8470;483;121;13168425.29923 ns;
8471;402;105;13150468.93433 ns;
8472;568;146;13168861.15819 ns;
8473;330;81;13172726.14688 ns;
8474;605;148;13235299.38236 ns;
8475;160;40;13145837.93283 ns;
8476;60;15;13168913.77792 ns;
8477;314;75;13142459.09452 ns;
8478;364;85;13132795.22583 ns;
8479;501;131;13223194.05153 ns;
8480;42;11;13149510.60340 ns;
8481;487;125;13187721.83731 ns;
8482;100;26;13183285.94789 ns;
8483;91;23;13171303.08598 ns;
8484;632;155;13168259.05815 ns;
8485;222;54;13170984.10800 ns;
8486;346;85;13152513.18738 ns;
8487;400;106;13182677.79425 ns;
8488;422;104;13187881.09347 ns;
8489;694;170;13234665.15169 ns;
8490;606;151;13174716.84888 ns;
8491;11;2;13208318.96737 ns;
8492;399;99;13198519.12558 ns;
8493;351;86;13176912.90751 ns;
8494;551;134;13267433.73647 ns;
8495;420;100;13270795.34531 ns;
8496;476;120;13329794.16475 ns;
8497;540;132;13230971.99202 ns;
8498;66;15;13188320.67773 ns;
8499;425;108;13184695.03894 ns;
8500;712;180;13218331.15071 ns;
8501;238;65;13202771.07880 ns;
8502;674;165;13230202.25391 ns;
8503;11;4;13229199.68516 ns;
8504;7;2;13278867.11806 ns;
8505;472;117;13222706.03850 ns;
8506;501;128;13172166.88767 ns;
8507;249;61;13295514.04342 ns;
8508;240;61;13230052.77663 ns;
8509;289;75;13187795.87746 ns;
8510;97;25;13208842.83632 ns;
8511;130;33;13241362.75798 ns;
8512;116;32;13308504.13069 ns;
8513;606;146;13219824.06080 ns;
8514;475;117;13294450.93870 ns;
8515;460;118;13172951.99260 ns;
8516;81;21;13214244.97291 ns;
8517;249;58;13171767.81595 ns;
8518;380;93;13258277.90424 ns;
8519;137;36;13230192.94068 ns;
8520;686;168;13260142.87770 ns;
8521;575;146;13207732.69981 ns;
8522;504;123;13130185.65997 ns;
8523;45;11;13190332.33449 ns;
8524;591;149;13244369.99857 ns;
8525;494;124;13250651.30368 ns;
8526;3;1;13509143.14389 ns;
8527;142;34;13181462.88395 ns;
8528;470;117;13133184.05300 ns;
8529;292;76;13191264.12272 ns;
8530;185;50;13172542.67633 ns;
8531;326;79;13189374.93488 ns;
8532;711;185;13153234.03105 ns;
8533;111;28;13273852.87732 ns;
8534;363;91;13133363.33260 ns;
8535;345;87;13132176.82764 ns;
8536;276;70;13146241.19550 ns;
8537;61;16;13204259.79793 ns;
8538;78;18;13185838.23740 ns;
8539;515;130;13146557.84518 ns;
8540;133;31;13181815.85521 ns;
8541;243;62;13134330.97675 ns;
8542;358;92;13132294.17428 ns;
8543;352;90;13130668.08507 ns;
8544;755;182;13141322.88098 ns;
8545;342;89;13130106.03189 ns;
8546;350;86;13131176.12153 ns;
8547;158;38;13139378.74511 ns;
8548;660;163;13194271.36332 ns;
8549;641;163;13145270.75738 ns;
8550;589;148;13130828.27255 ns;
8551;214;54;13135612.01096 ns;
8552;434;109;13144215.10324 ns;
8553;20;5;13181820.04616 ns;
8554;0;0;13133277.18526 ns;
8555;431;111;13253105.80432 ns;
8556;205;54;13130784.96605 ns;
8557;323;85;13128398.91762 ns;
8558;56;15;13143250.25305 ns;
8559;424;112;13141578.06337 ns;
8560;83;18;13128323.94615 ns;
8561;207;53;13130883.22058 ns;
8562;201;51;13184939.97678 ns;
8563;53;15;13145647.94302 ns;
8564;391;95;13129443.39588 ns;
8565;390;93;13150224.92781 ns;
8566;371;88;13220132.79423 ns;
8567;114;32;13171271.88668 ns;
8568;528;131;13164360.07619 ns;
8569;546;132;13147376.94338 ns;
8570;329;84;13187529.98486 ns;
8571;590;147;13130916.74820 ns;
8572;513;118;13129567.72745 ns;
8573;236;66;13193079.73608 ns;
8574;585;149;13133663.68413 ns;
8575;666;166;13141790.40492 ns;
8576;671;165;13145341.07223 ns;
8577;764;184;13183110.85925 ns;
8578;649;168;13244839.85081 ns;
8579;0;0;13133957.05074 ns;
8580;311;81;13129343.74437 ns;
8581;341;86;13273076.61995 ns;
8582;20;4;13145156.67036 ns;
8583;101;25;13130384.96301 ns;
8584;582;143;13247141.61456 ns;
8585;595;143;13146771.58371 ns;
8586;167;43;13141978.99774 ns;
8587;707;184;13133619.91197 ns;
8588;83;19;13199480.71614 ns;
8589;347;82;13134707.69674 ns;
8590;168;41;13145107.77593 ns;
8591;152;37;13142762.70568 ns;
8592;319;75;13176287.05874 ns;
8593;316;83;13181813.99256 ns;
8594;282;66;13172808.10326 ns;
8595;360;88;13214472.68128 ns;
8596;754;188;13133140.74650 ns;
8597;72;17;13147736.89955 ns;
8598;533;137;13153356.96563 ns;
8599;202;50;13196038.08224 ns;
8600;785;182;13441760.09297 ns;
8601;573;140;13145941.77529 ns;
8602;332;88;13140256.98230 ns;
8603;322;82;13135625.98079 ns;
8604;308;84;13131096.95911 ns;
8605;605;149;13129751.19799 ns;
8606;736;180;13168788.04937 ns;
8607;307;79;13202978.76373 ns;
8608;695;168;13142449.31564 ns;
8609;4;1;13148067.05341 ns;
8610;325;77;13149534.81779 ns;
8611;400;97;13145391.36365 ns;
8612;503;125;13134461.36191 ns;
8613;659;167;13143393.21107 ns;
8614;372;95;13246288.05742 ns;
8615;581;149;13138692.82603 ns;
8616;686;169;13146568.55538 ns;
8617;564;143;13152192.81241 ns;
8618;405;99;13147091.95867 ns;
8619;664;162;13144998.81119 ns;
8620;716;186;13134376.14590 ns;
8621;518;127;13179917.81980 ns;
8622;249;64;13233898.20755 ns;
8623;238;57;13130818.95933 ns;
8624;459;120;13154481.07198 ns;
8625;101;27;13131150.97582 ns;
8626;638;157;13252804.05581 ns;
8627;371;95;13129123.95224 ns;
8628;755;184;13134873.00649 ns;
8629;310;76;13200222.98023 ns;
8630;702;178;13133378.69942 ns;
8631;555;139;13143634.88927 ns;
8632;477;115;13135475.10654 ns;
8633;694;176;13144596.94549 ns;
8634;343;85;13137787.11483 ns;
8635;523;135;13149323.40756 ns;
8636;519;131;13200298.88302 ns;
8637;597;144;13148588.12839 ns;
8638;300;75;13231364.07882 ns;
8639;648;164;13166374.06126 ns;
8640;383;101;13234916.14312 ns;
8641;53;11;13325999.95658 ns;
8642;549;142;13207289.85593 ns;
8643;484;125;13243346.94073 ns;
8644;301;75;13151283.37592 ns;
8645;232;56;13172300.06680 ns;
8646;485;113;13171281.19990 ns;
8647;33;7;13186702.97042 ns;
8648;606;152;13175845.14618 ns;
8649;226;55;13172725.68122 ns;
8650;449;112;13144688.68077 ns;
8651;466;123;13204686.80933 ns;
8652;391;92;13304684.77681 ns;
8653;104;27;13175429.77631 ns;
8654;298;74;13312008.69754 ns;
8655;156;42;13188356.99931 ns;
8656;454;114;13136649.96997 ns;
8657;282;73;13188118.11507 ns;
8658;545;134;13236661.90729 ns;
8659;377;98;13181239.83219 ns;
8660;732;178;13173400.89008 ns;
8661;516;134;13242682.90773 ns;
8662;181;47;13147293.12435 ns;
8663;66;16;13185210.06033 ns;
8664;665;164;13237628.15446 ns;
8665;688;171;13324280.73511 ns;
8666;238;60;13208949.00709 ns;
8667;729;181;13258664.86877 ns;
8668;571;141;13284973.80018 ns;
8669;52;13;13231367.80411 ns;
8670;230;51;13172797.85872 ns;
8671;132;34;13387782.03353 ns;
8672;175;46;13312947.00503 ns;
8673;51;12;13765573.96725 ns;
8674;622;154;13217153.95898 ns;
8675;608;152;13138975.01677 ns;
8676;313;76;13145499.86273 ns;
8677;510;135;13164099.30587 ns;
8678;612;147;13146863.31898 ns;
8679;293;74;13162301.38764 ns;
8680;384;96;13265715.91198 ns;
8681;339;83;13271064.96319 ns;
8682;152;37;13249560.72494 ns;
8683;560;142;13235836.28982 ns;
8684;627;159;13153760.22831 ns;
8685;635;152;13194168.91783 ns;
8686;426;101;13205823.95419 ns;
8687;121;27;13249557.93098 ns;
8688;536;136;13189750.25788 ns;
8689;436;104;13184158.13148 ns;
8690;570;138;13348976.15016 ns;
8691;343;83;13199396.89711 ns;
8692;203;55;13194631.78515 ns;
8693;653;171;13206354.34240 ns;
8694;239;66;13204339.89167 ns;
8695;757;188;13224860.18762 ns;
8696;471;116;13148250.98962 ns;
8697;468;116;13158489.01868 ns;
