ID;HW;LENGTH;TIME
17786;304;70;13184065.93055 ns;
17787;486;122;13132323.97661 ns;
17788;421;99;13186581.89848 ns;
17789;331;86;13170958.96229 ns;
17790;695;165;13182224.70582 ns;
17791;521;122;13228042.05120 ns;
17792;243;64;13248151.16823 ns;
17793;307;80;13267258.64783 ns;
17794;511;135;13144690.07775 ns;
17795;37;9;13187508.09878 ns;
17796;81;21;13196900.95261 ns;
17797;363;92;13193577.99366 ns;
17798;321;77;13184299.69251 ns;
17799;651;164;13286014.08750 ns;
17800;349;86;13133232.01612 ns;
17801;128;34;13188229.87378 ns;
17802;657;153;13175416.27213 ns;
17803;584;150;13189890.88759 ns;
17804;10;3;13225361.23917 ns;
17805;192;48;13188923.24343 ns;
17806;152;38;13223437.12673 ns;
17807;287;70;13184696.43593 ns;
17808;502;129;13186015.65436 ns;
17809;596;143;13240871.95098 ns;
17810;436;114;13174029.06716 ns;
17811;449;116;13129557.94856 ns;
17812;54;13;13142201.11817 ns;
17813;428;110;13181280.34472 ns;
17814;759;188;13174603.69319 ns;
17815;252;64;13292199.00072 ns;
17816;147;32;13133210.13004 ns;
17817;51;13;13147093.82132 ns;
17818;744;187;13134936.80209 ns;
17819;91;21;13128389.60439 ns;
17820;120;33;13147106.85983 ns;
17821;594;155;13191731.18100 ns;
17822;120;26;13212165.32961 ns;
17823;520;129;13265597.16836 ns;
17824;511;129;13185485.26615 ns;
17825;223;58;13134296.98348 ns;
17826;162;40;13206243.98068 ns;
17827;160;40;13183719.01289 ns;
17828;228;58;13214232.40006 ns;
17829;51;14;13247927.18515 ns;
17830;350;86;13190915.80808 ns;
17831;497;122;13131567.74268 ns;
17832;681;162;13143705.66979 ns;
17833;629;158;13171590.86466 ns;
17834;229;54;13171982.02014 ns;
17835;133;29;13272878.24824 ns;
17836;314;82;13271826.31940 ns;
17837;291;69;13225097.20922 ns;
17838;15;4;13144236.05800 ns;
17839;110;27;13214284.08846 ns;
17840;128;30;13214799.10985 ns;
17841;697;175;13266602.06541 ns;
17842;272;65;13227347.75022 ns;
17843;519;137;13440294.65690 ns;
17844;437;114;13196052.98340 ns;
17845;235;60;13133475.09131 ns;
17846;688;174;13222677.16751 ns;
17847;469;118;13211716.89779 ns;
17848;322;78;13245983.98060 ns;
17849;208;52;13379716.31438 ns;
17850;414;103;13245789.79984 ns;
17851;490;127;13231976.88907 ns;
17852;710;183;13173840.00868 ns;
17853;102;25;13178501.27816 ns;
17854;721;184;13174800.20225 ns;
17855;469;117;13172481.67470 ns;
17856;699;174;13185249.17588 ns;
17857;392;98;13262141.03028 ns;
17858;686;181;13172933.83181 ns;
17859;618;154;13172134.75704 ns;
17860;675;169;13188427.31416 ns;
17861;160;42;13183779.08319 ns;
17862;701;181;13193185.90686 ns;
17863;304;72;13144006.02132 ns;
17864;95;24;13151611.20147 ns;
17865;115;31;13230781.07089 ns;
17866;71;18;13134968.00140 ns;
17867;488;120;13151121.79145 ns;
17868;325;78;13145586.94139 ns;
17869;333;81;13287002.22075 ns;
17870;747;184;13153009.11665 ns;
17871;123;29;13131130.02107 ns;
17872;74;18;13167073.95017 ns;
17873;257;65;13185606.80375 ns;
17874;455;112;13148117.81049 ns;
17875;35;7;13146209.99619 ns;
17876;247;62;13132523.74530 ns;
17877;675;165;13163874.85713 ns;
17878;63;17;13131138.86863 ns;
17879;365;92;13131979.85291 ns;
17880;344;89;13212069.40338 ns;
17881;534;134;13204559.21814 ns;
17882;269;64;13134945.18399 ns;
17883;0;0;13232800.17823 ns;
17884;417;103;13144324.99930 ns;
17885;475;115;13134547.97491 ns;
17886;428;107;13143613.00319 ns;
17887;494;121;13208291.95902 ns;
17888;536;137;13144941.06919 ns;
17889;340;90;13206223.95724 ns;
17890;655;165;13143790.88581 ns;
17891;16;4;13143892.39997 ns;
17892;598;154;13132070.19120 ns;
17893;621;161;13143496.12221 ns;
17894;90;21;13196058.10568 ns;
17895;640;166;13184987.93989 ns;
17896;681;171;13176925.01470 ns;
17897;131;33;13181819.11483 ns;
17898;115;28;13212362.30433 ns;
17899;335;79;13141736.85387 ns;
17900;350;96;13131079.26399 ns;
17901;296;80;13143412.76884 ns;
17902;366;94;13189564.92469 ns;
17903;199;54;13176108.71047 ns;
17904;229;59;13137286.06328 ns;
17905;348;88;13129823.84115 ns;
17906;198;52;13132304.88449 ns;
17907;729;174;13145795.09199 ns;
17908;284;75;13166921.67893 ns;
17909;80;19;13171471.18971 ns;
17910;630;153;13254269.02622 ns;
17911;159;39;13187046.16278 ns;
17912;380;93;13130888.80852 ns;
17913;364;86;13129905.79754 ns;
17914;222;59;13153600.97215 ns;
17915;498;119;13134940.06172 ns;
17916;446;112;13184557.20320 ns;
17917;737;183;13362740.16649 ns;
17918;124;29;13130569.83054 ns;
17919;652;171;13229101.89629 ns;
17920;531;132;13143006.24654 ns;
17921;108;25;13132634.10702 ns;
17922;149;36;13194486.03317 ns;
17923;519;127;13132180.08727 ns;
17924;743;181;13216013.08882 ns;
17925;31;9;13145260.04717 ns;
17926;178;42;13143922.20229 ns;
17927;217;52;13131588.69743 ns;
17928;679;166;13143498.91618 ns;
17929;507;128;13133588.71266 ns;
17930;52;12;13145343.86620 ns;
17931;605;151;13269830.96078 ns;
17932;501;123;13166568.24201 ns;
17933;359;92;13131347.95055 ns;
17934;714;174;13144440.01764 ns;
17935;92;22;13131900.69050 ns;
17936;222;58;13134371.95495 ns;
17937;562;139;13147561.81091 ns;
17938;99;24;13188200.07145 ns;
17939;9;3;13225665.31599 ns;
17940;245;63;13209720.14219 ns;
17941;472;120;13134172.18626 ns;
17942;193;51;13192387.76341 ns;
17943;490;122;13135039.24757 ns;
17944;405;100;13225186.15052 ns;
17945;537;133;13187005.18459 ns;
17946;287;73;13265234.41821 ns;
17947;781;189;13173833.02376 ns;
17948;240;59;13132874.85391 ns;
17949;265;72;13189685.06530 ns;
17950;370;94;13173760.38060 ns;
17951;540;133;13189843.85580 ns;
17952;120;31;13152385.13052 ns;
17953;334;85;13235311.95521 ns;
17954;88;21;13172466.30788 ns;
17955;693;181;13172998.09307 ns;
17956;345;85;13254981.95365 ns;
17957;67;17;13175286.81830 ns;
17958;530;136;13186899.94514 ns;
17959;59;15;13194914.90722 ns;
17960;51;13;13372593.09366 ns;
17961;219;52;13170822.98920 ns;
17962;232;59;13236023.02000 ns;
17963;240;57;13270345.05084 ns;
17964;700;172;13192933.05278 ns;
17965;539;131;13187511.82407 ns;
17966;353;88;13173156.88357 ns;
17967;533;137;13142014.38800 ns;
17968;625;160;13234766.20018 ns;
17969;5;1;13250895.77585 ns;
17970;498;129;13202793.89620 ns;
17971;239;57;13135737.27384 ns;
17972;552;138;13145181.35041 ns;
17973;397;100;13145436.99846 ns;
17974;182;46;13143594.84240 ns;
17975;166;43;13186986.09248 ns;
17976;276;66;13206074.94563 ns;
17977;18;4;13145871.92610 ns;
17978;670;166;13145031.87314 ns;
17979;246;65;13143994.37979 ns;
17980;468;124;13133218.04628 ns;
17981;454;117;13132119.08564 ns;
17982;489;115;13202211.81959 ns;
17983;381;91;13211697.34001 ns;
17984;399;101;13145704.28804 ns;
17985;232;62;13149937.14914 ns;
17986;258;63;13135069.04989 ns;
17987;555;133;13143854.21574 ns;
17988;397;94;13131654.82134 ns;
17989;275;65;13145920.82053 ns;
17990;681;169;13220340.01350 ns;
17991;224;54;13314815.23812 ns;
17992;232;56;13133098.37133 ns;
17993;746;184;13132547.02836 ns;
17994;761;185;13135110.02809 ns;
17995;22;6;13166423.88701 ns;
17996;688;176;13227599.67297 ns;
17997;360;88;13192377.05320 ns;
17998;319;79;13181958.81322 ns;
17999;212;57;13190188.91081 ns;
18000;94;25;13132733.29288 ns;
18001;666;167;13147335.03386 ns;
18002;95;23;13131873.68214 ns;
18003;707;180;13133942.14958 ns;
18004;686;176;13244154.39740 ns;
18005;60;17;13210594.65408 ns;
18006;726;187;13210483.36104 ns;
18007;312;79;13191254.80950 ns;
18008;687;169;13184856.15775 ns;
18009;681;179;13172733.13180 ns;
18010;224;57;13174933.84704 ns;
18011;6;1;13163757.04482 ns;
18012;444;112;13239421.88174 ns;
18013;325;88;13175798.11439 ns;
18014;18;4;13189732.09709 ns;
18015;267;71;13186338.82329 ns;
18016;269;75;13229868.84043 ns;
18017;305;76;13209003.02380 ns;
18018;518;129;13146087.06161 ns;
18019;237;60;13213622.84943 ns;
18020;662;165;13283243.86850 ns;
18021;501;123;13174968.77164 ns;
18022;648;163;13186450.11634 ns;
18023;31;7;13192547.01957 ns;
18024;334;85;13132172.17103 ns;
18025;282;71;13186475.26205 ns;
18026;124;30;13153524.13803 ns;
18027;509;124;13249978.88878 ns;
18028;630;162;13245440.08821 ns;
18029;264;69;13185916.93416 ns;
18030;278;70;13290492.81776 ns;
18031;222;59;13133585.91869 ns;
18032;703;172;13145484.03025 ns;
18033;539;129;13145327.10239 ns;
18034;240;61;13171149.88342 ns;
18035;605;148;13211367.18616 ns;
18036;334;81;13173923.82771 ns;
18037;404;106;13175306.37607 ns;
18038;371;96;13131345.62224 ns;
18039;346;84;13130770.06489 ns;
18040;436;106;13146720.82663 ns;
18041;425;111;13206311.96722 ns;
18042;276;75;13184174.89529 ns;
18043;187;48;13144189.02621 ns;
18044;72;21;13193820.13753 ns;
18045;726;182;13133476.95395 ns;
18046;30;7;13147165.99882 ns;
18047;775;186;13132649.93951 ns;
18048;605;152;13133875.09435 ns;
18049;532;135;13202035.33396 ns;
18050;451;107;13202900.99829 ns;
18051;583;148;13132274.15085 ns;
18052;69;18;13131507.67237 ns;
18053;277;72;13148677.06969 ns;
18054;0;0;13132005.92995 ns;
18055;537;130;13249950.01778 ns;
18056;47;13;13187164.90641 ns;
18057;240;59;13297087.97857 ns;
18058;177;45;13186462.22353 ns;
18059;245;62;13175767.38074 ns;
18060;327;81;13175393.92039 ns;
18061;729;181;13255726.08039 ns;
18062;739;187;13135348.91233 ns;
18063;94;24;13214537.87386 ns;
18064;65;16;13366636.82014 ns;
18065;457;118;13237274.25188 ns;
18066;347;86;13174993.91735 ns;
18067;336;85;13173969.92818 ns;
18068;672;165;13187953.27097 ns;
18069;442;114;13156434.05542 ns;
18070;72;18;13335159.04844 ns;
18071;435;106;13266445.13756 ns;
18072;83;22;13286186.84784 ns;
18073;262;66;13169795.74040 ns;
18074;586;152;13171923.81248 ns;
18075;630;162;13144736.17822 ns;
18076;448;106;13182769.99518 ns;
18077;96;27;13177374.84351 ns;
18078;6;2;13264711.01493 ns;
18079;503;122;13213503.17448 ns;
18080;208;51;13174619.99133 ns;
18081;209;51;13160326.05246 ns;
18082;126;34;13185802.84715 ns;
18083;39;8;13205072.84254 ns;
18084;475;122;13132929.33628 ns;
18085;715;176;13211713.17250 ns;
18086;745;177;13211040.75760 ns;
18087;299;72;13201458.84529 ns;
18088;321;84;13129320.92696 ns;
18089;440;106;13258691.87713 ns;
18090;481;125;13136469.29339 ns;
18091;244;62;13153269.42131 ns;
18092;104;26;13131004.29252 ns;
18093;97;28;13210698.03089 ns;
18094;184;48;13146452.14006 ns;
18095;516;132;13147074.72920 ns;
18096;563;142;13146495.91222 ns;
18097;595;148;13130669.94771 ns;
18098;704;174;13144522.90535 ns;
18099;148;36;13144686.81812 ns;
18100;84;22;13172871.89886 ns;
18101;637;162;13185307.38354 ns;
18102;499;123;13132177.75896 ns;
18103;337;81;13211784.88433 ns;
18104;767;184;13128567.02134 ns;
18105;346;86;13137434.14357 ns;
18106;772;185;13131875.07913 ns;
18107;91;23;13131723.27355 ns;
18108;426;105;13221724.89017 ns;
18109;223;57;13133185.91565 ns;
18110;646;158;13227358.92609 ns;
18111;212;51;13133360.07297 ns;
18112;606;147;13132621.99983 ns;
18113;141;37;13146509.41640 ns;
18114;437;113;13130794.27928 ns;
18115;456;111;13210718.98565 ns;
18116;409;104;13204450.71906 ns;
18117;649;156;13191819.65664 ns;
18118;679;176;13145057.01885 ns;
18119;495;131;13204039.07448 ns;
18120;272;68;13145653.06529 ns;
18121;397;107;13144521.97403 ns;
18122;603;154;13172066.77049 ns;
18123;139;34;13263774.10442 ns;
18124;321;79;13142756.65209 ns;
18125;294;72;13185959.30934 ns;
18126;504;126;13168561.27232 ns;
18127;337;83;13172925.91557 ns;
18128;47;12;13181474.05982 ns;
18129;17;3;13204077.72437 ns;
18130;552;137;13266819.99490 ns;
18131;288;75;13284774.96281 ns;
18132;387;97;13229714.24088 ns;
18133;96;24;13174678.19899 ns;
18134;665;167;13200974.09189 ns;
18135;747;188;13171545.22985 ns;
18136;548;139;13183858.71127 ns;
18137;463;115;13192990.79478 ns;
18138;263;65;13367651.03042 ns;
18139;19;4;13186824.04235 ns;
18140;369;84;13171212.28203 ns;
18141;244;54;13172808.10326 ns;
18142;42;11;13203080.74355 ns;
18143;457;108;13197205.96075 ns;
18144;453;119;13214358.59427 ns;
18145;393;101;13202336.15115 ns;
18146;574;151;13231547.08371 ns;
18147;333;83;13172423.93270 ns;
18148;79;19;13169334.27006 ns;
18149;127;31;13170002.02835 ns;
18150;397;98;13145937.11868 ns;
18151;186;45;13304785.82531 ns;
18152;395;94;13210418.16846 ns;
18153;475;116;13134935.87077 ns;
18154;714;179;13133391.27228 ns;
18155;84;21;13134673.70346 ns;
18156;601;152;13131862.97193 ns;
18157;372;93;13138069.77123 ns;
18158;25;6;13227244.83907 ns;
18159;299;74;13267288.91581 ns;
18160;467;111;13226033.18840 ns;
18161;145;36;13145473.78570 ns;
18162;659;166;13197339.13988 ns;
18163;578;148;13268907.08879 ns;
18164;404;107;13265263.28921 ns;
18165;487;114;13215480.83797 ns;
18166;676;171;13240268.91962 ns;
18167;336;87;13212468.94076 ns;
18168;533;136;13186802.15627 ns;
18169;63;17;13214052.18914 ns;
18170;124;31;13211132.02721 ns;
18171;56;15;13248422.18310 ns;
18172;87;23;13170840.21866 ns;
18173;561;145;13182347.17473 ns;
18174;280;77;13264430.68683 ns;
18175;246;62;13290563.13261 ns;
18176;54;15;13224374.96856 ns;
18177;363;86;13291779.90556 ns;
18178;75;18;13211208.86132 ns;
18179;0;0;13170527.29428 ns;
18180;745;182;13273513.87590 ns;
18181;356;94;13213021.68071 ns;
18182;530;134;13228709.80948 ns;
18183;549;145;13208662.15974 ns;
18184;634;170;13384914.95699 ns;
18185;757;189;13279933.01675 ns;
18186;140;32;13242529.70517 ns;
18187;180;45;13346649.70636 ns;
18188;254;69;13340349.77481 ns;
18189;80;19;13353293.76161 ns;
18190;393;104;13345180.07934 ns;
18191;196;53;13285295.10647 ns;
18192;365;95;13243821.91524 ns;
18193;497;120;13203045.81895 ns;
18194;17;5;13143817.89416 ns;
18195;269;66;13149206.99224 ns;
18196;190;45;13204949.90796 ns;
18197;377;94;13152332.97646 ns;
18198;385;98;13142867.01381 ns;
18199;315;74;13146390.20711 ns;
18200;523;127;13134480.91969 ns;
18201;666;172;13141080.73711 ns;
18202;68;18;13338787.01553 ns;
18203;132;33;13209659.60622 ns;
18204;400;103;13204103.80140 ns;
18205;678;172;13183461.96786 ns;
18206;547;135;13144086.11506 ns;
18207;643;152;13132689.05506 ns;
18208;642;163;13138513.08078 ns;
18209;220;54;13130607.08344 ns;
18210;242;59;13188975.86316 ns;
18211;204;52;13204560.14946 ns;
18212;642;156;13290503.99363 ns;
18213;206;49;13130706.26929 ns;
18214;304;79;13143801.13035 ns;
18215;132;31;13150450.30788 ns;
18216;333;83;13131385.66911 ns;
18217;417;95;13206057.71616 ns;
18218;607;149;13212035.87577 ns;
18219;570;147;13152511.79039 ns;
18220;248;62;13134868.81554 ns;
18221;68;17;13130992.65099 ns;
18222;33;11;13144087.97771 ns;
18223;344;93;13130381.23772 ns;
18224;702;175;13140127.06280 ns;
18225;586;148;13288910.96637 ns;
18226;37;10;13244272.20970 ns;
18227;627;154;13174421.15396 ns;
18228;330;85;13173825.10751 ns;
18229;236;60;13175033.03289 ns;
18230;467;111;13142730.10939 ns;
18231;369;86;13194676.95430 ns;
18232;511;124;13215705.28671 ns;
18233;407;102;13264586.68336 ns;
18234;32;7;13246281.07250 ns;
18235;477;122;13175399.04267 ns;
18236;51;13;13202683.06881 ns;
18237;30;9;13188242.91229 ns;
18238;599;150;13194657.39653 ns;
18239;463;123;13175639.78955 ns;
18240;769;189;13311848.97572 ns;
18241;366;97;13181673.82851 ns;
18242;711;171;13149499.89319 ns;
18243;741;182;13131395.91366 ns;
18244;13;4;13188341.16682 ns;
18245;300;73;13188809.15642 ns;
18246;654;160;13170376.88568 ns;
18247;305;73;13230520.30057 ns;
18248;540;134;13228586.87490 ns;
18249;655;160;13133496.04607 ns;
18250;54;13;13267964.12468 ns;
18251;226;58;13171124.27205 ns;
18252;210;52;13132436.20098 ns;
18253;243;58;13137788.97747 ns;
18254;135;35;13185722.75341 ns;
18255;712;174;13182261.95872 ns;
18256;661;174;13144144.78838 ns;
18257;554;141;13186128.34439 ns;
18258;374;95;13167236.00030 ns;
18259;241;61;13133786.15305 ns;
18260;79;20;13132128.86453 ns;
18261;451;108;13142793.90499 ns;
18262;198;48;13202514.96509 ns;
18263;465;117;13193191.02913 ns;
18264;350;87;13228517.02571 ns;
18265;136;34;13181722.25729 ns;
18266;19;5;13188472.94897 ns;
18267;227;52;13173528.01561 ns;
18268;408;103;13143538.03173 ns;
18269;635;165;13194714.20720 ns;
18270;77;21;13232208.32273 ns;
18271;726;183;13175712.89837 ns;
18272;304;73;13182242.86661 ns;
18273;565;135;13183757.19711 ns;
18274;98;27;13172171.07862 ns;
18275;25;5;13145335.01863 ns;
18276;243;61;13290089.08942 ns;
18277;162;42;13283304.87013 ns;
18278;98;22;13214484.32282 ns;
18279;333;83;13239021.87869 ns;
18280;121;36;13227027.84091 ns;
18281;453;121;13134882.31972 ns;
18282;3;1;13230470.00915 ns;
18283;723;185;13209440.27975 ns;
18284;741;187;13293796.21893 ns;
18285;25;5;13322657.90552 ns;
18286;677;173;13292521.70399 ns;
18287;126;33;13225060.88763 ns;
18288;185;49;13133025.72817 ns;
18289;468;122;13242268.93485 ns;
18290;596;151;13364391.86707 ns;
18291;134;35;13291310.98464 ns;
18292;369;94;13275950.21576 ns;
18293;657;165;13186301.10472 ns;
18294;562;148;13132310.93809 ns;
18295;541;138;13184403.06932 ns;
18296;460;111;13189035.93346 ns;
18297;667;160;13175163.88372 ns;
18298;350;91;13251157.01184 ns;
18299;235;60;13213756.95989 ns;
18300;584;149;13170599.93744 ns;
18301;63;18;13134676.03177 ns;
18302;261;65;13182451.94852 ns;
18303;0;0;13128691.81857 ns;
18304;274;63;13132642.02327 ns;
18305;178;44;13222922.10534 ns;
18306;627;152;13211407.23303 ns;
18307;712;172;13141462.11371 ns;
18308;43;11;13143789.02316 ns;
18309;368;89;13130165.17088 ns;
18310;247;59;13262948.95262 ns;
18311;647;163;13185446.61626 ns;
18312;630;161;13143335.93473 ns;
18313;426;105;13183247.76366 ns;
18314;734;178;13169506.09908 ns;
18315;96;28;13130083.68015 ns;
18316;113;25;13132752.85065 ns;
18317;260;67;13144054.91576 ns;
18318;170;44;13141550.12369 ns;
18319;477;115;13132253.19609 ns;
18320;216;53;13129877.85786 ns;
18321;444;112;13222915.12042 ns;
18322;726;184;13190461.78833 ns;
18323;155;37;13222384.26656 ns;
18324;134;37;13143349.90457 ns;
18325;54;14;13144059.10671 ns;
18326;17;4;13144642.11464 ns;
18327;121;30;13133137.02121 ns;
18328;429;104;13242894.31795 ns;
18329;121;30;13130074.83259 ns;
18330;554;134;13144128.95590 ns;
18331;508;127;13208524.78966 ns;
18332;234;62;13132275.08217 ns;
18333;620;151;13129110.91372 ns;
18334;552;134;13185706.92092 ns;
18335;509;131;13163670.89748 ns;
18336;591;145;13174190.65163 ns;
18337;67;17;13172674.92414 ns;
18338;674;174;13144750.14806 ns;
18339;750;186;13134309.09067 ns;
18340;329;85;13132235.03530 ns;
18341;559;141;13145959.00476 ns;
18342;22;4;13167358.00356 ns;
18343;40;10;13244678.73201 ns;
18344;617;153;13152551.83727 ns;
18345;732;188;13132959.13860 ns;
18346;304;77;13147562.74223 ns;
18347;540;142;13145670.29476 ns;
18348;156;40;13144565.28053 ns;
18349;336;83;13190187.04817 ns;
18350;151;36;13239738.06575 ns;
18351;111;29;13228696.77097 ns;
18352;104;26;13131469.95381 ns;
18353;734;185;13135101.18052 ns;
18354;138;33;13145404.40217 ns;
18355;362;92;13134215.02709 ns;
18356;398;100;13141656.76013 ns;
18357;613;160;13168861.15819 ns;
18358;620;150;13168441.13171 ns;
18359;212;53;13288343.79092 ns;
18360;551;128;13136810.62311 ns;
18361;540;141;13143422.08207 ns;
18362;141;36;13163768.68635 ns;
18363;625;153;13131244.57374 ns;
18364;606;153;13177268.67273 ns;
18365;55;14;13231381.30829 ns;
18366;191;50;13152177.91125 ns;
18367;603;153;13133729.34237 ns;
18368;698;182;13135374.05804 ns;
18369;96;21;13130333.27460 ns;
18370;147;34;13142523.35578 ns;
18371;155;42;13141868.17035 ns;
18372;217;53;13287716.07950 ns;
18373;424;108;13182932.97663 ns;
18374;149;36;13144901.02232 ns;
18375;721;180;13133449.01428 ns;
18376;605;152;13131512.32898 ns;
18377;190;48;13144063.76332 ns;
18378;170;46;13163943.30934 ns;
18379;123;29;13171424.15792 ns;
18380;502;121;13208989.98529 ns;
18381;520;128;13196055.77737 ns;
18382;453;118;13132520.02001 ns;
18383;77;18;13227510.26601 ns;
18384;302;73;13184200.04100 ns;
18385;44;11;13162098.82498 ns;
18386;350;89;13172159.90275 ns;
18387;391;103;13262420.42705 ns;
18388;575;139;13187181.20456 ns;
18389;68;16;13186744.87993 ns;
18390;558;138;13185334.39189 ns;
18391;429;109;13143738.73174 ns;
18392;526;134;13187936.97283 ns;
18393;637;163;13185039.16264 ns;
18394;383;101;13204613.70051 ns;
18395;625;149;13190513.01107 ns;
18396;723;177;13176552.95134 ns;
18397;69;19;13231851.16053 ns;
18398;67;15;13227284.88594 ns;
18399;506;129;13311871.32746 ns;
18400;294;70;13303964.86446 ns;
18401;619;151;13209586.96306 ns;
18402;512;124;13247109.01827 ns;
18403;648;165;13225326.31457 ns;
18404;564;146;13171963.85935 ns;
18405;660;161;13278738.12988 ns;
18406;142;35;13229269.06869 ns;
18407;174;43;13184274.08114 ns;
18408;634;153;13217645.69730 ns;
18409;537;131;13280468.06157 ns;
18410;462;116;13228124.00758 ns;
18411;541;134;13302297.79705 ns;
18412;148;37;13182689.90144 ns;
18413;97;23;13143768.06840 ns;
18414;382;99;13140674.21481 ns;
18415;337;81;13175199.73963 ns;
18416;59;17;13208951.33540 ns;
18417;746;187;13229637.40677 ns;
18418;507;128;13172638.13689 ns;
18419;89;24;13171258.84816 ns;
18420;565;143;13144554.57032 ns;
18421;65;17;13174834.19552 ns;
18422;0;0;13169704.00512 ns;
18423;500;119;13278115.07508 ns;
18424;18;5;13223743.99751 ns;
18425;537;135;13144412.07796 ns;
18426;436;106;13145560.86436 ns;
18427;207;55;13130147.01009 ns;
18428;604;150;13131773.09930 ns;
18429;661;167;13140456.28533 ns;
18430;463;124;13132857.15878 ns;
18431;643;159;13211378.82769 ns;
18432;675;169;13141517.06174 ns;
18433;329;84;13296672.14304 ns;
18434;28;6;13142678.88665 ns;
18435;389;98;13162547.25680 ns;
18436;425;108;13184673.15286 ns;
18437;693;174;13142893.09084 ns;
18438;36;9;13215010.98573 ns;
18439;181;45;13182090.12970 ns;
18440;242;59;13191455.97517 ns;
18441;255;67;13143293.09389 ns;
18442;44;12;13143490.99994 ns;
18443;596;150;13132554.01328 ns;
18444;353;80;13143863.99463 ns;
18445;80;19;13251258.99166 ns;
18446;702;178;13266769.70348 ns;
18447;12;4;13143691.23429 ns;
18448;285;71;13259686.06398 ns;
18449;566;135;13185720.89076 ns;
18450;62;15;13265787.15816 ns;
18451;631;158;13211030.04739 ns;
18452;45;10;13206835.83617 ns;
18453;603;155;13273286.63319 ns;
18454;556;138;13143789.95448 ns;
18455;447;109;13219926.04062 ns;
18456;110;25;13191876.00166 ns;
18457;130;31;13176322.91466 ns;
18458;698;178;13195217.12139 ns;
18459;501;119;13178718.74198 ns;
18460;699;171;13241756.24177 ns;
18461;70;17;13179618.86525 ns;
18462;76;18;13172833.24897 ns;
18463;274;63;13175425.11970 ns;
18464;18;4;13187237.08391 ns;
18465;490;118;13173453.04415 ns;
18466;81;19;13150779.06474 ns;
18467;31;7;13163638.76686 ns;
18468;7;2;13291371.98627 ns;
18469;86;21;13230861.16463 ns;
18470;386;96;13214849.86693 ns;
18471;85;23;13167784.08363 ns;
18472;471;121;13133910.01895 ns;
18473;630;157;13132272.28820 ns;
18474;695;176;13161274.13884 ns;
18475;69;18;13171304.94863 ns;
18476;710;183;13132210.35525 ns;
18477;90;21;13132792.89752 ns;
18478;249;63;13130527.92102 ns;
18479;610;152;13245202.13529 ns;
18480;341;87;13129963.07388 ns;
18481;405;102;13186241.96574 ns;
18482;368;93;13154279.90630 ns;
18483;624;152;13172196.68999 ns;
18484;652;161;13202731.96325 ns;
18485;623;150;13152232.85928 ns;
18486;515;134;13227468.82215 ns;
18487;200;49;13134731.91112 ns;
18488;659;166;13142847.92170 ns;
18489;742;183;13131830.84130 ns;
18490;252;62;13189190.99867 ns;
18491;183;42;13163638.30119 ns;
18492;84;23;13132949.82538 ns;
18493;650;166;13164497.91193 ns;
18494;91;22;13127040.11798 ns;
18495;715;175;13140720.31528 ns;
18496;763;188;13207540.38170 ns;
18497;621;159;13229165.69188 ns;
18498;384;95;13292342.89005 ns;
18499;348;90;13166427.14664 ns;
18500;138;33;13219809.15964 ns;
18501;102;23;13169065.11784 ns;
18502;258;65;13180004.89846 ns;
18503;491;125;13168346.13681 ns;
18504;612;153;13209143.18785 ns;
18505;739;188;13210009.31785 ns;
18506;158;42;13160420.11604 ns;
18507;446;113;13336220.29051 ns;
18508;538;135;13188117.18374 ns;
18509;682;171;13210281.72970 ns;
18510;447;122;13277479.91309 ns;
18511;444;118;13221275.99269 ns;
18512;170;40;13224430.38225 ns;
18513;372;103;13187796.80878 ns;
18514;68;17;13176412.32163 ns;
18515;13;3;13188380.74803 ns;
18516;101;25;13171485.62521 ns;
18517;282;71;13166571.96730 ns;
18518;626;162;13165968.93594 ns;
18519;193;49;13246408.19803 ns;
18520;158;41;13223836.19845 ns;
18521;626;160;13175355.27050 ns;
18522;393;95;13170870.02099 ns;
18523;625;167;13143414.16582 ns;
18524;362;83;13132469.72859 ns;
18525;623;156;13147433.28840 ns;
18526;359;92;13169663.95825 ns;
18527;154;39;13220837.33976 ns;
18528;657;162;13204675.16780 ns;
18529;529;133;13145882.17065 ns;
18530;66;15;13223995.92027 ns;
18531;703;179;13150173.70507 ns;
18532;23;5;13144693.80304 ns;
18533;91;23;13130078.09222 ns;
18534;382;95;13211252.16782 ns;
18535;256;66;13143644.20250 ns;
18536;106;27;13133090.92075 ns;
18537;704;174;13143875.17050 ns;
18538;652;158;13132239.69191 ns;
18539;736;186;13132685.32977 ns;
18540;565;135;13143918.01134 ns;
18541;310;80;13181718.06633 ns;
18542;410;105;13182899.91468 ns;
18543;719;178;13126954.90196 ns;
18544;98;23;13255478.81424 ns;
18545;546;134;13142598.79291 ns;
18546;40;8;13145852.83399 ns;
18547;258;62;13156643.13734 ns;
18548;122;30;13131759.12946 ns;
18549;75;18;13193843.88626 ns;
18550;615;146;13132905.12189 ns;
18551;522;133;13144331.98422 ns;
18552;99;28;13153478.96889 ns;
18553;231;58;13181049.84239 ns;
18554;92;22;13132120.01696 ns;
18555;48;11;13141170.60974 ns;
18556;279;66;13200974.09189 ns;
18557;393;101;13203274.92431 ns;
18558;557;140;13262315.18760 ns;
18559;590;145;13190228.02636 ns;
18560;2;1;13265911.95539 ns;
18561;608;156;13168537.05794 ns;
