ID;HW;LENGTH;TIME
14968;1040;13122797.94365 ns;
14969;1049;13159560.97096 ns;
14970;1016;13201097.02647 ns;
14971;1024;13219167.94404 ns;
14972;1031;13139235.78709 ns;
14973;1042;13183039.14741 ns;
14974;1023;13274170.92398 ns;
14975;1057;13119764.16036 ns;
14976;1025;13120044.02280 ns;
14977;987;13145166.91491 ns;
14978;1000;13161894.39967 ns;
14979;1029;13124777.93545 ns;
14980;1020;13159632.21714 ns;
14981;987;13218577.01987 ns;
14982;1067;13118478.93521 ns;
14983;1024;13121455.90782 ns;
14984;1021;13241095.93406 ns;
14985;957;13119528.07009 ns;
14986;981;13265241.86879 ns;
14987;1032;13176281.93647 ns;
14988;1027;13119570.91093 ns;
14989;1021;13138329.14457 ns;
14990;1048;13122555.79978 ns;
14991;1005;13205441.18062 ns;
14992;1020;13164096.97756 ns;
14993;1031;13199068.14024 ns;
14994;1071;13122050.09162 ns;
14995;1032;13275434.72871 ns;
14996;1054;13161787.76324 ns;
14997;1040;13142028.35783 ns;
14998;1041;13219233.13662 ns;
14999;1008;13161909.76650 ns;
15000;1066;13158692.04700 ns;
15001;1016;13186153.02444 ns;
15002;1016;13158849.90618 ns;
15003;1039;13120491.05763 ns;
15004;1035;13217259.19843 ns;
15005;1017;13164919.80106 ns;
15006;1029;13179587.66595 ns;
15007;1037;13151546.94021 ns;
15008;995;13124033.80871 ns;
15009;1044;13242827.26273 ns;
15010;1002;13398875.94804 ns;
15011;1035;13226302.34063 ns;
15012;1029;13314818.96341 ns;
15013;1002;13598658.14447 ns;
15014;1035;13602106.83197 ns;
15015;1018;13307534.15823 ns;
15016;1048;13303346.93193 ns;
15017;1042;13360496.14474 ns;
15018;1028;13565291.18493 ns;
15019;1039;13230728.91682 ns;
15020;1013;13218237.08713 ns;
15021;991;13169277.92504 ns;
15022;1015;13477895.87453 ns;
15023;1025;13119460.08354 ns;
15024;1042;13121093.15768 ns;
15025;1001;13181703.16517 ns;
15026;1023;13125495.05383 ns;
15027;1048;13188865.03577 ns;
15028;1001;13123194.68707 ns;
15029;1042;13163252.26799 ns;
15030;1043;13120878.95349 ns;
15031;993;13123757.20590 ns;
15032;1006;13123090.84460 ns;
15033;1005;13239634.22328 ns;
15034;1023;13156889.93782 ns;
15035;1003;13202497.73562 ns;
15036;1011;13138784.09564 ns;
15037;1003;13180362.99199 ns;
15038;1018;13163116.29489 ns;
15039;1010;13125354.88978 ns;
15040;1021;13220917.89916 ns;
15041;996;13122037.98443 ns;
15042;1010;13160054.10627 ns;
15043;1027;13141319.15569 ns;
15044;1025;13122654.05431 ns;
15045;1012;13126660.60403 ns;
15046;1022;13119319.91950 ns;
15047;1001;13125476.89304 ns;
15048;1064;13251655.26941 ns;
15049;1048;13188625.68587 ns;
15050;1054;13123458.25136 ns;
15051;1029;13233897.74188 ns;
15052;1014;13163537.25269 ns;
15053;999;13125117.86819 ns;
15054;1015;13142587.15138 ns;
15055;996;13179276.13854 ns;
15056;1070;13125003.31551 ns;
15057;1026;13120213.05785 ns;
15058;998;13161087.87432 ns;
15059;1037;13122682.92531 ns;
15060;1057;13164682.77946 ns;
15061;1039;13292787.13092 ns;
15062;1041;13162346.09112 ns;
15063;1036;13145020.69727 ns;
15064;969;13121169.99179 ns;
15065;1023;13160971.92466 ns;
15066;1016;13161992.18854 ns;
15067;1046;13214831.24048 ns;
15068;1021;13243797.23519 ns;
15069;1055;13163777.99958 ns;
15070;1007;13123129.96015 ns;
15071;1027;13121390.24958 ns;
15072;992;13124730.90366 ns;
15073;1049;13198561.96642 ns;
15074;1043;13159823.13827 ns;
15075;1016;13164693.95533 ns;
15076;1010;13269589.28257 ns;
15077;1028;13182812.83602 ns;
15078;1074;13233474.92144 ns;
15079;1011;13156048.95353 ns;
15080;1023;13157070.14874 ns;
15081;1026;13122935.77939 ns;
15082;1022;15457615.25631 ns;
15083;1032;13274888.04236 ns;
15084;998;13123080.13439 ns;
15085;1013;13325049.07623 ns;
15086;983;13123540.20774 ns;
15087;1045;13186750.00221 ns;
15088;1004;13122417.96404 ns;
15089;1036;13162073.21361 ns;
15090;1040;13125625.90465 ns;
15091;1084;13125114.14289 ns;
15092;992;13258740.77156 ns;
15093;1013;13163572.17729 ns;
15094;1023;13117875.90384 ns;
15095;1006;13161499.05324 ns;
15096;1066;13140193.18670 ns;
15097;1011;13219516.25869 ns;
15098;1031;13161859.94074 ns;
15099;1029;13206461.91016 ns;
15100;1000;13160254.80628 ns;
15101;1035;13120106.88707 ns;
15102;1040;13120148.33093 ns;
15103;1023;13162318.15144 ns;
15104;1038;13124095.27600 ns;
15105;1039;13205218.59452 ns;
15106;1036;13119981.15852 ns;
15107;1064;13119663.11187 ns;
15108;1014;13123333.91979 ns;
15109;1057;13179351.57567 ns;
15110;1042;13301212.34059 ns;
15111;996;13159178.19738 ns;
15112;1005;13200887.94455 ns;
15113;980;13121456.37348 ns;
15114;1044;13243332.03956 ns;
15115;1011;13122566.04433 ns;
15116;1007;13138041.83155 ns;
15117;999;13196261.13400 ns;
15118;1018;13200326.82270 ns;
15119;1051;13269174.37837 ns;
15120;1048;13122571.16660 ns;
15121;1037;13207793.70144 ns;
15122;1043;13160023.83828 ns;
15123;1073;13222747.94802 ns;
15124;1016;13274105.26574 ns;
15125;1008;13165866.02479 ns;
15126;1046;13202009.25693 ns;
15127;1011;13208698.94698 ns;
15128;1018;13122549.28052 ns;
15129;1004;13168971.05426 ns;
15130;1045;13161979.15003 ns;
15131;1017;13164632.95370 ns;
15132;1025;13231324.96327 ns;
15133;1010;13160613.83113 ns;
15134;1026;13140749.18628 ns;
15135;1061;13261822.05230 ns;
15136;1068;13240022.11913 ns;
15137;1004;13161304.87248 ns;
15138;995;13142969.92496 ns;
15139;1009;13243144.37807 ns;
15140;1014;13121285.01013 ns;
15141;1012;13198615.98313 ns;
15142;1012;13685925.86368 ns;
15143;1056;13190492.98763 ns;
15144;1031;13254661.11302 ns;
15145;1020;13208717.10777 ns;
15146;999;13370605.18563 ns;
15147;1020;13258977.79316 ns;
15148;1022;13442023.19160 ns;
15149;1070;13437523.97224 ns;
15150;1028;13585376.08758 ns;
15151;990;13275248.92986 ns;
15152;1018;13271557.16717 ns;
15153;1039;13217472.93696 ns;
15154;1028;13311755.84346 ns;
15155;1022;13364973.94368 ns;
15156;1081;13243075.92586 ns;
15157;1021;13288894.20256 ns;
15158;1013;13177844.23009 ns;
15159;992;13120529.70752 ns;
15160;1026;13238944.11325 ns;
15161;1047;13203442.09671 ns;
15162;1053;13159357.01132 ns;
15163;1035;13123540.67340 ns;
15164;996;13194876.25733 ns;
15165;1048;13163030.14755 ns;
15166;1020;13122596.31231 ns;
15167;996;13281469.69900 ns;
15168;1008;13204926.62489 ns;
15169;1055;13126666.65763 ns;
15170;982;13140896.33524 ns;
15171;1075;13160256.66893 ns;
15172;1006;13238011.39370 ns;
15173;998;13158760.96487 ns;
15174;1032;13156683.18421 ns;
15175;1019;13140882.36541 ns;
15176;1045;13183703.18040 ns;
15177;1001;13123890.85069 ns;
15178;1036;13283439.91190 ns;
15179;1030;13163479.97636 ns;
15180;1020;13213864.99330 ns;
15181;1044;13139117.97479 ns;
15182;1021;13122407.71949 ns;
15183;1036;13198035.76916 ns;
15184;1003;13393572.99730 ns;
15185;1011;13120651.24512 ns;
15186;1007;13127739.07557 ns;
15187;989;13157818.00076 ns;
15188;1054;13200107.03057 ns;
15189;995;13212765.10134 ns;
15190;1034;13265399.72797 ns;
15191;1022;13120556.71588 ns;
15192;1039;13201117.04990 ns;
15193;1016;13142849.78434 ns;
15194;1038;13233155.94345 ns;
15195;1014;13144346.88538 ns;
15196;1036;13201743.83000 ns;
15197;1026;13121002.35373 ns;
15198;1036;13122427.74293 ns;
15199;1032;13243007.93931 ns;
15200;1024;13195176.14320 ns;
15201;993;13160038.27378 ns;
15202;1012;13159322.08672 ns;
15203;1015;13135517.01605 ns;
15204;1012;13140729.16284 ns;
15205;1012;13125950.00491 ns;
15206;983;13177365.06462 ns;
15207;995;13198666.74021 ns;
15208;1000;13121705.96793 ns;
15209;996;13140065.12985 ns;
15210;1034;13210501.05616 ns;
15211;1049;13120171.14833 ns;
15212;989;13160458.76592 ns;
15213;1021;13125104.82967 ns;
15214;1000;13161677.86717 ns;
15215;1018;13123793.99315 ns;
15216;1001;13181156.94448 ns;
15217;998;13159667.14174 ns;
15218;1022;13197293.97073 ns;
15219;976;13120889.66370 ns;
15220;1019;13177815.82475 ns;
15221;1017;13180185.10938 ns;
15222;1018;13159297.87233 ns;
15223;991;13122071.97770 ns;
15224;1019;13168603.18184 ns;
15225;995;13319968.71158 ns;
15226;996;13256466.94750 ns;
15227;1045;13142331.96899 ns;
15228;1013;13156970.03156 ns;
15229;1041;13285643.88677 ns;
15230;1034;13121811.20738 ns;
15231;1009;13134018.98369 ns;
15232;1069;13179771.60215 ns;
15233;1060;13119610.95780 ns;
15234;1052;13139330.31633 ns;
15235;1035;13330657.96643 ns;
15236;1024;13488285.70917 ns;
15237;1054;13262764.08508 ns;
15238;994;13121060.09573 ns;
15239;997;13134798.96635 ns;
15240;993;13157145.12020 ns;
15241;1013;13142445.59035 ns;
15242;1007;13183490.83886 ns;
15243;1019;13125242.19975 ns;
15244;1061;13163073.91971 ns;
15245;1034;13158442.91821 ns;
15246;991;13157973.99729 ns;
15247;1034;13180108.27526 ns;
15248;1015;13179437.72301 ns;
15249;1061;13160794.97337 ns;
15250;996;13122082.68791 ns;
15251;1052;13197910.97194 ns;
15252;1016;13190180.99457 ns;
15253;1054;13165558.68834 ns;
15254;1020;13125111.81459 ns;
15255;1019;13137510.97769 ns;
15256;1053;13121095.95165 ns;
15257;1039;13123767.91611 ns;
15258;1028;13203368.05657 ns;
15259;970;13132886.96110 ns;
15260;1019;13207284.73365 ns;
15261;1039;13118550.18139 ns;
15262;1014;13125366.06565 ns;
15263;1052;13124392.83356 ns;
15264;1015;13119345.99653 ns;
15265;1035;13165069.27833 ns;
15266;1012;13280201.23765 ns;
15267;1034;13224521.18620 ns;
15268;1039;13124312.27416 ns;
15269;1002;13121747.87745 ns;
15270;1037;13125691.09723 ns;
15271;1003;13120424.93373 ns;
15272;1021;13887714.12894 ns;
15273;1017;13155502.73284 ns;
15274;1014;13122657.77960 ns;
15275;1022;13124322.05305 ns;
15276;1024;13122299.22041 ns;
15277;1004;13181266.84055 ns;
15278;1062;13120502.23351 ns;
15279;1005;13264576.90448 ns;
15280;1020;13131332.11806 ns;
15281;982;13175091.70622 ns;
15282;1024;13120138.08638 ns;
15283;1041;13126329.98452 ns;
15284;993;13118383.94031 ns;
15285;1060;13122637.29051 ns;
15286;1043;13119540.17729 ns;
15287;994;13123082.92836 ns;
15288;1001;13121425.17418 ns;
15289;1040;13132850.63952 ns;
15290;1028;13183129.02004 ns;
15291;1002;13222008.01224 ns;
15292;1032;13120585.12121 ns;
15293;1039;13123071.75249 ns;
15294;1020;13125437.31183 ns;
15295;987;13123125.30354 ns;
15296;1037;13122234.02783 ns;
15297;983;13119868.00283 ns;
15298;1011;13123462.44231 ns;
15299;1059;13215870.13081 ns;
15300;1040;13197456.95218 ns;
15301;1037;13122544.62391 ns;
15302;1050;13119529.93274 ns;
15303;1022;13125400.05893 ns;
15304;1030;13119611.88912 ns;
15305;1032;13145622.33165 ns;
15306;1016;13199740.08948 ns;
15307;1047;13122733.21673 ns;
15308;1018;13121827.97119 ns;
15309;1004;13219154.90553 ns;
15310;1052;13176761.10193 ns;
15311;994;13159055.26280 ns;
15312;1025;13179452.62417 ns;
15313;1024;13118036.09133 ns;
15314;1009;13122382.10812 ns;
15315;1058;13260366.86078 ns;
15316;1026;13316459.95378 ns;
15317;1009;13163746.80027 ns;
15318;1023;13196328.18922 ns;
15319;1022;13122004.92248 ns;
15320;1031;13160628.73229 ns;
15321;1032;13125799.13065 ns;
15322;1011;13161507.90080 ns;
15323;1042;13354868.16242 ns;
15324;1031;13163191.26636 ns;
15325;1036;13141958.97430 ns;
15326;1025;13124329.96929 ns;
15327;1021;13162104.87857 ns;
15328;1046;13218370.73192 ns;
15329;986;13213988.39355 ns;
15330;1034;13120024.93069 ns;
15331;1032;13158875.98321 ns;
15332;1016;13274057.76829 ns;
15333;1040;13297738.04173 ns;
15334;1025;13141205.06868 ns;
15335;1022;13121098.74561 ns;
15336;1044;13181312.94101 ns;
15337;1028;13243360.91056 ns;
15338;1059;13162340.96885 ns;
15339;1016;13124170.24747 ns;
15340;1003;13163951.69124 ns;
15341;1025;13267887.75623 ns;
15342;1026;13120520.85996 ns;
15343;1024;13203365.26260 ns;
15344;1016;13161685.31775 ns;
15345;1052;13121628.66816 ns;
15346;1028;13122787.23344 ns;
15347;1024;13121290.13240 ns;
15348;1003;13170739.17016 ns;
15349;1037;13325394.13124 ns;
15350;1012;13226828.07222 ns;
15351;1035;13264283.07220 ns;
15352;992;13118728.99532 ns;
15353;1011;13220755.38337 ns;
15354;1016;13125138.82294 ns;
15355;1029;13259603.17627 ns;
15356;994;13285775.66892 ns;
15357;987;13507474.21384 ns;
15358;992;13236794.15509 ns;
15359;1017;13330427.92976 ns;
15360;1014;13321727.97993 ns;
15361;1014;13286910.95114 ns;
15362;1037;13119300.82738 ns;
15363;988;13124755.58370 ns;
15364;1062;13263454.19511 ns;
15365;1027;13319465.79739 ns;
15366;1046;13222253.88139 ns;
15367;1010;13248995.87780 ns;
15368;1031;13329260.98257 ns;
15369;1037;13158910.90780 ns;
15370;1022;13565118.89026 ns;
15371;1005;13415138.23718 ns;
15372;1065;15330621.97268 ns;
15373;1028;13339350.93135 ns;
15374;995;13128431.97957 ns;
15375;1062;13222952.83899 ns;
15376;972;13196987.09995 ns;
15377;1002;13123136.01375 ns;
15378;998;13221126.98108 ns;
15379;1005;13260130.77050 ns;
15380;1006;13173104.72950 ns;
15381;1012;13160409.40583 ns;
15382;990;13145777.86252 ns;
15383;1032;13128388.20741 ns;
15384;1020;13183017.26133 ns;
15385;1036;13127090.87506 ns;
15386;1035;13164764.73585 ns;
15387;1027;13122456.14827 ns;
15388;1043;13175340.36934 ns;
15389;1019;13213888.74203 ns;
15390;1039;13118627.94682 ns;
15391;1028;13163196.38863 ns;
15392;1061;13163244.81741 ns;
15393;1025;13163444.12044 ns;
15394;1050;14260987.75119 ns;
15395;1014;13243877.79459 ns;
15396;1011;13397523.20200 ns;
15397;1018;13274533.20846 ns;
15398;1033;13119739.01466 ns;
15399;1092;13198291.88287 ns;
15400;1020;13221119.99616 ns;
15401;1029;13275559.99160 ns;
15402;1000;13162365.18323 ns;
15403;1038;13140443.24681 ns;
15404;1031;13121800.03151 ns;
15405;1023;13159968.89025 ns;
15406;1066;13140975.96332 ns;
15407;1041;13250546.06423 ns;
15408;1024;13123715.76205 ns;
15409;1013;13164645.06090 ns;
15410;1030;13397965.58022 ns;
15411;1036;13160883.91468 ns;
15412;982;13121839.14706 ns;
15413;1012;13160845.26479 ns;
15414;1018;13149308.04074 ns;
15415;1019;13122895.73252 ns;
15416;1044;13126670.84858 ns;
15417;1025;13206061.90711 ns;
15418;1028;13122685.71928 ns;
15419;1008;13182130.17657 ns;
15420;1035;13165604.32315 ns;
15421;1042;13162862.97515 ns;
15422;1002;13169362.20974 ns;
15423;997;13294590.17143 ns;
15424;1049;13360514.77119 ns;
15425;1018;13128438.03316 ns;
15426;1075;13147290.33038 ns;
15427;1017;13124565.12824 ns;
15428;1024;13140019.96070 ns;
15429;1060;13240679.16721 ns;
15430;1030;13123436.83094 ns;
15431;1051;13124268.96766 ns;
15432;1035;13322507.96258 ns;
15433;1001;13144725.93367 ns;
15434;1031;13176087.29005 ns;
15435;1016;13170376.42002 ns;
15436;1034;13122285.25057 ns;
15437;1009;13213110.62202 ns;
15438;1023;13186809.14119 ns;
15439;1012;13162144.92545 ns;
15440;1047;13225377.07165 ns;
15441;1002;13144735.71256 ns;
15442;1027;13119877.78172 ns;
15443;974;13144068.88559 ns;
15444;1047;13178855.64640 ns;
15445;1020;13141082.13410 ns;
15446;1036;13124140.91080 ns;
15447;1013;13203103.09529 ns;
15448;1027;13194649.94594 ns;
15449;1037;13206562.95866 ns;
15450;1052;13142681.21496 ns;
15451;1001;13167594.09383 ns;
15452;983;13143568.29971 ns;
15453;1044;13118817.00531 ns;
15454;984;13286740.98477 ns;
15455;991;13202966.65654 ns;
15456;1015;13145369.01191 ns;
15457;985;13141511.00814 ns;
15458;1053;13128299.73176 ns;
15459;1001;13122532.05106 ns;
15460;1001;13153837.06242 ns;
15461;1018;13220642.22768 ns;
15462;996;13220343.27313 ns;
15463;1017;13187517.87767 ns;
15464;989;13198852.07340 ns;
15465;1035;13177573.21522 ns;
15466;1068;13121660.33313 ns;
15467;1049;13143953.86726 ns;
15468;1033;13258454.85553 ns;
15469;1028;13159472.96098 ns;
15470;1024;13202659.32009 ns;
15471;1004;13273980.93417 ns;
15472;1051;13162310.70086 ns;
15473;992;13300725.25889 ns;
15474;1021;13161098.11887 ns;
15475;1046;13236619.06645 ns;
15476;1008;13218326.02844 ns;
15477;999;13186815.66045 ns;
15478;1041;13122862.20491 ns;
15479;1014;13123759.06855 ns;
15480;1032;13119976.96757 ns;
15481;1016;13121397.23450 ns;
15482;1025;13259704.22477 ns;
15483;1018;13159497.17537 ns;
15484;1017;13118939.93989 ns;
15485;1070;13191998.00491 ns;
15486;1037;13238814.19376 ns;
15487;1034;13142532.20335 ns;
15488;990;13122822.62370 ns;
15489;1043;13203918.00255 ns;
15490;1045;13161386.36321 ns;
15491;1017;13162740.04057 ns;
15492;1032;13199859.76443 ns;
15493;1039;13218333.94468 ns;
15494;1031;13220565.85923 ns;
15495;1038;13158307.87644 ns;
15496;996;13160965.87107 ns;
15497;1055;13183550.90916 ns;
15498;1005;13123050.79773 ns;
15499;1021;13229168.02019 ns;
15500;1004;13283725.36227 ns;
15501;1007;13122684.32230 ns;
15502;1007;13147388.11925 ns;
15503;1037;13284769.84054 ns;
15504;1017;13203677.72132 ns;
15505;1049;13316601.98048 ns;
15506;1009;13145429.08221 ns;
15507;1036;13327514.75275 ns;
15508;1067;13120830.99037 ns;
15509;1021;13291279.31967 ns;
15510;993;13354010.87999 ns;
15511;1035;13237188.57020 ns;
15512;1007;13184974.43572 ns;
15513;1042;13250240.12476 ns;
15514;1016;13271972.07138 ns;
15515;1030;13384900.98715 ns;
15516;1054;13368025.88776 ns;
15517;991;13405066.91486 ns;
15518;1034;13333944.60380 ns;
15519;1044;13334585.81939 ns;
15520;997;13341228.01200 ns;
15521;1047;13161626.17877 ns;
15522;1024;13215861.28324 ns;
15523;981;13391917.10576 ns;
15524;1025;13164972.88644 ns;
15525;983;13177908.95700 ns;
15526;1030;13177847.02405 ns;
15527;1001;13327713.12445 ns;
15528;1021;13162727.00205 ns;
15529;1043;13160481.11767 ns;
15530;1028;13177095.91240 ns;
15531;1064;13122235.89048 ns;
15532;1044;13378567.06232 ns;
15533;1022;13159983.79141 ns;
15534;1038;13119144.83085 ns;
15535;1047;13195048.08635 ns;
15536;1034;13125490.39721 ns;
15537;1051;13683340.97788 ns;
15538;1020;13140144.75793 ns;
15539;1020;13159167.02151 ns;
15540;1025;13120328.07618 ns;
15541;1036;13171387.83634 ns;
15542;1042;14339311.04839 ns;
15543;996;13158802.87439 ns;
15544;1011;13161934.91220 ns;
15545;1067;13122916.68728 ns;
15546;1065;13119601.64458 ns;
15547;998;13161748.18203 ns;
15548;996;13343999.16232 ns;
15549;987;13689619.95468 ns;
15550;1037;13162075.07625 ns;
15551;1021;13122395.14664 ns;
15552;1069;13156039.64031 ns;
15553;1025;13122953.94018 ns;
15554;1051;13160345.14457 ns;
15555;1046;13199585.02427 ns;
15556;1011;13164729.81125 ns;
15557;1080;13177892.19320 ns;
15558;1041;13196690.93937 ns;
15559;1045;13160842.00516 ns;
15560;996;13123402.37200 ns;
15561;1058;13236323.83719 ns;
15562;1036;13219031.03963 ns;
15563;1023;13318093.95924 ns;
15564;1014;13272240.75794 ns;
15565;1022;13259873.25981 ns;
15566;1046;13156452.21621 ns;
15567;1024;13224529.10244 ns;
15568;1032;13122667.09283 ns;
15569;1067;13265518.00594 ns;
15570;1033;13159882.27725 ns;
15571;1021;13222866.22599 ns;
15572;998;13122985.13949 ns;
15573;983;13156155.12431 ns;
15574;1014;13160513.71396 ns;
15575;1019;13310085.05076 ns;
15576;1009;13122783.97381 ns;
15577;1021;13121147.17439 ns;
15578;1012;13160719.07058 ns;
15579;1031;13122509.23365 ns;
15580;1029;13186635.91519 ns;
15581;1018;13167076.27848 ns;
15582;1004;13142736.16299 ns;
15583;1011;13299327.80936 ns;
15584;1006;13159392.40158 ns;
15585;987;13210764.62045 ns;
15586;1035;13126573.99103 ns;
15587;1055;13175700.79118 ns;
15588;978;13265592.04608 ns;
15589;1068;13182939.96155 ns;
15590;1045;13158485.75905 ns;
15591;1037;13121629.13382 ns;
15592;1029;13164848.08922 ns;
15593;1003;13119569.04829 ns;
15594;1008;13267825.82328 ns;
15595;1041;13119678.94435 ns;
15596;1014;13161911.62914 ns;
15597;1003;13157873.88012 ns;
15598;1013;13157885.98731 ns;
15599;1034;13200378.04544 ns;
15600;1053;13164842.96694 ns;
15601;1038;13118545.05911 ns;
15602;1008;13199158.01287 ns;
15603;1021;13120723.88828 ns;
15604;1037;13124277.81522 ns;
15605;1014;13124613.09135 ns;
15606;1064;13162227.81315 ns;
15607;1041;13145579.02515 ns;
15608;998;13314011.04107 ns;
15609;1006;13126451.98777 ns;
15610;1053;13122060.80183 ns;
15611;1015;13307272.92225 ns;
15612;984;13179025.61277 ns;
15613;1021;13121974.65450 ns;
15614;999;13196683.95445 ns;
15615;1017;13119751.12185 ns;
15616;1021;13121469.87766 ns;
15617;1039;13135897.92699 ns;
15618;1048;13177033.04812 ns;
15619;1010;13223627.11653 ns;
15620;992;13178457.97166 ns;
15621;983;13120291.28894 ns;
15622;1003;13119562.99469 ns;
15623;1051;13119825.16199 ns;
15624;1030;13170975.72610 ns;
15625;1005;13124010.05998 ns;
15626;1008;13123698.06692 ns;
15627;1002;13118647.97026 ns;
15628;1044;13164375.90867 ns;
15629;1050;13158658.98505 ns;
15630;1014;13275188.85955 ns;
15631;997;13238755.98609 ns;
15632;1016;13164896.05233 ns;
15633;1000;13161456.67806 ns;
15634;995;13120691.75765 ns;
15635;1014;13159146.06676 ns;
15636;1014;13198904.69313 ns;
15637;1022;13169148.93687 ns;
15638;1013;13121074.99689 ns;
15639;1024;13160122.09281 ns;
15640;1024;13121156.95328 ns;
15641;1014;13178227.93499 ns;
15642;1064;13125377.70718 ns;
15643;1004;13165671.84404 ns;
15644;1023;13158435.93329 ns;
15645;1035;13158773.07206 ns;
