ID;HW;LENGTH;TIME
878;1009;13160360.97705 ns;
879;1064;13179779.98406 ns;
880;1040;13124877.12130 ns;
881;1017;13299433.04881 ns;
882;1004;13122362.08469 ns;
883;1052;13118461.70574 ns;
884;1056;13264565.72860 ns;
885;1057;13120754.15626 ns;
886;1020;13198777.10193 ns;
887;1024;13199506.79317 ns;
888;1030;13119839.13183 ns;
889;1038;13127034.99570 ns;
890;1011;13122040.31274 ns;
891;1052;13131203.59555 ns;
892;1025;13117506.63444 ns;
893;1056;13151575.81121 ns;
894;1025;13196059.03700 ns;
895;1023;13121747.87745 ns;
896;1035;13251309.28308 ns;
897;1020;13181626.79672 ns;
898;1039;13124717.86514 ns;
899;1024;13121483.84750 ns;
900;1039;13266077.73080 ns;
901;1024;13160141.18493 ns;
902;1048;13160770.29333 ns;
903;990;13245641.71955 ns;
904;1003;13120085.00099 ns;
905;1046;13139690.73817 ns;
906;1019;13129015.91882 ns;
907;1057;13221433.85187 ns;
908;1027;13118653.09253 ns;
909;1009;13132106.04712 ns;
910;1016;13267847.24370 ns;
911;1025;13247539.28930 ns;
912;1031;13304659.16544 ns;
913;1021;13208961.11429 ns;
914;1032;13144616.03761 ns;
915;1024;13140528.92849 ns;
916;1052;13302748.09152 ns;
917;997;13212251.01128 ns;
918;1044;13139038.81237 ns;
919;1068;13118083.12312 ns;
920;1014;13268569.95001 ns;
921;1034;13225222.00644 ns;
922;1091;13260404.11368 ns;
923;1009;13157893.90355 ns;
924;1050;13211011.88660 ns;
925;1026;13165018.05559 ns;
926;1006;13147321.06403 ns;
927;1008;13122213.07307 ns;
928;1006;13119166.25127 ns;
929;1035;13123753.01495 ns;
930;1066;13126238.24924 ns;
931;1012;13145918.95789 ns;
932;1035;13140444.17813 ns;
933;1016;13124788.64565 ns;
934;1040;13123267.79589 ns;
935;1045;13212561.14170 ns;
936;1040;13137835.07794 ns;
937;995;13126098.08519 ns;
938;1020;13121289.20108 ns;
939;1000;13204500.07915 ns;
940;1034;13157587.03277 ns;
941;995;13146706.85679 ns;
942;1046;13250875.28676 ns;
943;1013;13122457.07959 ns;
944;1054;13177951.79784 ns;
945;989;13123435.89962 ns;
946;1026;13140134.97904 ns;
947;1017;13157839.88684 ns;
948;1040;13137887.23201 ns;
949;1024;13144030.70137 ns;
950;1050;13337190.72863 ns;
951;1028;13357090.76375 ns;
952;1041;13383176.17774 ns;
953;1023;13438111.17113 ns;
954;1031;13376957.27125 ns;
955;1049;13200254.17954 ns;
956;1015;13290462.08411 ns;
957;1053;13212631.92222 ns;
958;1044;13211284.29845 ns;
959;1056;13268407.89989 ns;
960;968;13143251.65004 ns;
961;1012;13246496.20801 ns;
962;1026;13278897.38604 ns;
963;966;13221112.07992 ns;
964;1041;13137069.99645 ns;
965;1022;13162033.16674 ns;
966;1044;13137596.19370 ns;
967;1008;13364388.14178 ns;
968;1050;13120931.10755 ns;
969;1054;13119066.13410 ns;
970;1019;13143799.73337 ns;
971;987;13117218.85577 ns;
972;1051;13341703.91783 ns;
973;1040;13159624.76656 ns;
974;1045;13121671.04334 ns;
975;1015;13158979.82568 ns;
976;1034;13370069.20949 ns;
977;1038;13334058.69082 ns;
978;1021;13200942.89258 ns;
979;1027;13118877.07561 ns;
980;1047;13163703.02811 ns;
981;1019;13271342.96298 ns;
982;1023;13165336.10225 ns;
983;1025;13123180.71723 ns;
984;1037;13122385.83341 ns;
985;1054;13120535.29546 ns;
986;1022;13407956.80881 ns;
987;1042;13137871.86518 ns;
988;1054;13118507.80621 ns;
989;1029;13220798.68987 ns;
990;1067;13121571.85748 ns;
991;1003;13123478.74045 ns;
992;991;13159316.96445 ns;
993;1026;13124973.97885 ns;
994;1029;13164300.93721 ns;
995;1016;13190553.05794 ns;
996;1047;13182790.94994 ns;
997;997;13181673.82851 ns;
998;1034;13150033.07536 ns;
999;1054;13183126.22607 ns;
1000;1028;13138629.96176 ns;
1001;1035;13197449.96727 ns;
1002;1055;13118892.90810 ns;
1003;1031;13119776.73322 ns;
1004;1047;13169337.99535 ns;
1005;1027;13117806.98597 ns;
1006;1001;13246518.09409 ns;
1007;1038;13121017.25489 ns;
1008;954;13264907.05833 ns;
1009;1026;13260099.57120 ns;
1010;967;13121332.04192 ns;
1011;1031;13160015.92204 ns;
1012;1014;13118899.89302 ns;
1013;1048;13119571.84225 ns;
1014;1024;13120548.33397 ns;
1015;1060;13196743.55909 ns;
1016;1015;13120357.41284 ns;
1017;1002;13139944.98923 ns;
1018;1025;13118971.60485 ns;
1019;1021;13178228.40065 ns;
1020;1052;13173886.10914 ns;
1021;1052;13159990.77633 ns;
1022;1015;13118172.06442 ns;
1023;992;13169259.29859 ns;
1024;1023;13158365.15278 ns;
1025;989;13123817.27621 ns;
1026;1026;13174739.66628 ns;
1027;1008;13121043.79758 ns;
1028;1014;13152496.88923 ns;
1029;1017;13121661.26445 ns;
1030;1023;13162360.06096 ns;
1031;1060;13119868.00283 ns;
1032;1045;13160349.80118 ns;
1033;1007;13119340.87425 ns;
1034;1017;13137462.08325 ns;
1035;1037;13160723.26154 ns;
1036;1011;13274938.33378 ns;
1037;996;13220051.30351 ns;
1038;1032;13161389.15718 ns;
1039;1008;13118213.04262 ns;
1040;1022;13121823.78024 ns;
1041;1058;13119344.13388 ns;
1042;993;13184160.92545 ns;
1043;1026;13707885.05301 ns;
1044;1022;13123290.14763 ns;
1045;1007;13123136.94507 ns;
1046;1009;13139935.21035 ns;
1047;1023;13139386.66135 ns;
1048;1028;13174988.32941 ns;
1049;981;13176845.85229 ns;
1050;1011;13120539.02075 ns;
1051;1014;13179099.18725 ns;
1052;1015;13161703.01288 ns;
1053;1014;13130510.22589 ns;
1054;1050;13199687.00409 ns;
1055;1080;13119248.20766 ns;
1056;1034;13216653.83875 ns;
1057;1050;13161560.98619 ns;
1058;1050;13119031.20950 ns;
1059;1023;13124009.12866 ns;
1060;1014;13246870.13403 ns;
1061;1012;13292709.83115 ns;
1062;973;13383075.12924 ns;
1063;1043;13179373.92741 ns;
1064;1023;13162120.71106 ns;
1065;1023;13239681.25507 ns;
1066;1004;13119359.96637 ns;
1067;1011;13219899.96359 ns;
1068;1017;13121698.98301 ns;
1069;1029;13222550.97330 ns;
1070;1023;13125884.81233 ns;
1071;1056;13156197.03382 ns;
1072;1044;13120471.96552 ns;
1073;1016;13170341.96109 ns;
1074;1041;13118424.91850 ns;
1075;1054;13160127.68075 ns;
1076;1035;13161198.70171 ns;
1077;1042;13123651.03513 ns;
1078;1019;13310936.27959 ns;
1079;1009;13222631.99836 ns;
1080;1032;13121576.97976 ns;
1081;1029;13171623.92661 ns;
1082;1047;13121095.02032 ns;
1083;1024;13160791.24808 ns;
1084;1041;13122910.16802 ns;
1085;1038;13177027.92585 ns;
1086;1012;13157845.94044 ns;
1087;1040;13122764.88170 ns;
1088;1027;13119409.79213 ns;
1089;1048;13226737.26827 ns;
1090;1008;13335951.13829 ns;
1091;1027;13282674.36475 ns;
1092;1014;13264544.77385 ns;
1093;1064;13392124.79070 ns;
1094;1047;13273028.65684 ns;
1095;981;13287289.06810 ns;
1096;1014;13357589.02133 ns;
1097;994;13297290.07557 ns;
1098;1040;13261825.31193 ns;
1099;1012;13341531.62315 ns;
1100;993;13284927.23405 ns;
1101;1020;13332187.19810 ns;
1102;1016;13120929.24491 ns;
1103;1028;13246186.07759 ns;
1104;1053;13210578.82160 ns;
1105;1008;13514669.14639 ns;
1106;987;13125650.58470 ns;
1107;997;13125445.69373 ns;
1108;1058;13120874.76254 ns;
1109;1023;13264792.97131 ns;
1110;1040;13133751.22845 ns;
1111;995;13139071.87432 ns;
1112;1027;13118597.21318 ns;
1113;954;13329492.88189 ns;
1114;1000;13120524.11959 ns;
1115;996;13123740.90776 ns;
1116;1040;13124804.01248 ns;
1117;1034;13161221.98477 ns;
1118;1005;13287008.74001 ns;
1119;1039;13250219.17000 ns;
1120;1008;13122341.12993 ns;
1121;1014;13494977.26187 ns;
1122;1010;13135245.06986 ns;
1123;992;13223615.94066 ns;
1124;1021;13162536.08093 ns;
1125;1039;13123909.94281 ns;
1126;1017;13123312.96504 ns;
1127;1029;13125140.68559 ns;
1128;1069;13195582.19984 ns;
1129;1025;13209321.07046 ns;
1130;1001;13178009.07418 ns;
1131;1013;13292051.38609 ns;
1132;1036;13132255.05874 ns;
1133;1011;13135744.25876 ns;
1134;1019;13121013.99526 ns;
1135;1009;13124237.76835 ns;
1136;1036;13138855.34182 ns;
1137;1036;13118328.99228 ns;
1138;987;13121688.27280 ns;
1139;1038;13204358.05246 ns;
1140;1051;13121930.88233 ns;
1141;995;13136534.02030 ns;
1142;1007;13157191.22067 ns;
1143;1009;13120444.02584 ns;
1144;1022;13195763.80774 ns;
1145;1007;13122946.95526 ns;
1146;1021;13120722.02563 ns;
1147;1017;13123476.87781 ns;
1148;1035;13121198.86279 ns;
1149;1009;13180244.24836 ns;
1150;1025;13165776.61783 ns;
1151;1066;13159461.31945 ns;
1152;1076;13122526.92878 ns;
1153;1045;13161343.98803 ns;
1154;1020;13120362.06946 ns;
1155;992;13120556.71588 ns;
1156;1059;13241003.73313 ns;
1157;1043;13206223.02592 ns;
1158;1034;13119623.06499 ns;
1159;1030;13288408.05218 ns;
1160;1038;13124590.73961 ns;
1161;1059;13121262.19273 ns;
1162;1031;13254552.14828 ns;
1163;1024;13117426.07504 ns;
1164;1029;13126234.98961 ns;
1165;1040;13139690.73817 ns;
1166;1008;13120095.71120 ns;
1167;1057;13118876.14429 ns;
1168;1030;13143008.10918 ns;
1169;1033;13160769.82766 ns;
1170;1002;13124838.93707 ns;
1171;1027;13121642.17234 ns;
1172;1013;13214373.96109 ns;
1173;988;13150496.87400 ns;
1174;1016;13121258.00177 ns;
1175;1032;13288564.98003 ns;
1176;990;13144849.79957 ns;
1177;1005;13141034.17099 ns;
1178;995;13118265.66234 ns;
1179;1083;13123374.89799 ns;
1180;995;13122420.29235 ns;
1181;994;13244848.69838 ns;
1182;1011;13162436.89507 ns;
1183;1008;13181697.11158 ns;
1184;1025;13178773.22435 ns;
1185;1016;13200501.91134 ns;
1186;1026;13161842.71127 ns;
1187;1033;13290468.13771 ns;
1188;1036;13120410.96389 ns;
1189;1051;13159281.10853 ns;
1190;994;13122313.19025 ns;
1191;996;13160709.75736 ns;
1192;1039;13288099.78440 ns;
1193;997;13297221.62336 ns;
1194;1053;13155969.32545 ns;
1195;1088;13119811.19215 ns;
1196;1036;13140422.75771 ns;
1197;1015;13160007.07448 ns;
1198;1023;13159065.04169 ns;
1199;1037;13161243.87085 ns;
1200;971;13233567.12237 ns;
1201;1064;13226013.16497 ns;
1202;1039;13163554.01650 ns;
1203;1022;13122742.99562 ns;
1204;1017;13117895.92728 ns;
1205;1058;13203575.74150 ns;
1206;1041;13120780.23329 ns;
1207;1032;13166589.19677 ns;
1208;1034;13159437.10506 ns;
1209;1003;13159496.70970 ns;
1210;1015;13198222.96500 ns;
1211;997;13181115.03497 ns;
1212;1010;13202161.99383 ns;
1213;1020;13302796.98595 ns;
1214;1013;13359488.91938 ns;
1215;991;13123781.88595 ns;
1216;1040;13339410.07033 ns;
1217;1020;13159683.90554 ns;
1218;1035;13123298.99520 ns;
1219;1000;13123351.61492 ns;
1220;1081;13120081.74136 ns;
1221;1003;13181811.19859 ns;
1222;1031;13160588.21976 ns;
1223;1046;13284299.98830 ns;
1224;1013;13122111.09325 ns;
1225;1033;13215351.84979 ns;
1226;1070;13120966.03215 ns;
1227;992;13153051.95749 ns;
1228;1016;13122190.72133 ns;
1229;1002;13203579.00113 ns;
1230;988;13123430.31168 ns;
1231;1024;13122648.93204 ns;
1232;998;13385492.37698 ns;
1233;1034;13139981.77648 ns;
1234;1083;13286468.57291 ns;
1235;1034;13288425.74731 ns;
1236;968;13243796.30387 ns;
1237;1047;13121481.05353 ns;
1238;1045;13142284.00588 ns;
1239;1031;13288406.18953 ns;
1240;1019;13122690.84156 ns;
1241;1026;13120833.78434 ns;
1242;996;13121874.07166 ns;
1243;1022;13120389.07781 ns;
1244;1074;13322941.95890 ns;
1245;1027;13161235.95461 ns;
1246;998;13214233.79704 ns;
1247;1023;13160468.07915 ns;
1248;1039;13143575.75029 ns;
1249;1011;13160814.06549 ns;
1250;1002;13119488.95454 ns;
1251;1033;13249909.97091 ns;
1252;1053;13158470.85789 ns;
1253;1019;13157139.99793 ns;
1254;1015;13120205.14160 ns;
1255;1019;13200697.95474 ns;
1256;972;13161691.37135 ns;
1257;1046;13197595.25359 ns;
1258;1033;13118296.86165 ns;
1259;1052;13159357.94264 ns;
1260;1036;13162507.20993 ns;
1261;966;13144243.97424 ns;
1262;1013;13120512.01239 ns;
1263;1021;13165864.16215 ns;
1264;990;13119804.20724 ns;
1265;990;13120390.94046 ns;
1266;1016;13155748.13634 ns;
1267;1024;13140695.16957 ns;
1268;986;13159186.11363 ns;
1269;1030;13121263.12405 ns;
1270;1058;13281770.98185 ns;
1271;1062;13220338.15086 ns;
1272;1023;13160679.95504 ns;
1273;1031;13160794.04205 ns;
1274;1008;13162252.02754 ns;
1275;1016;13162361.92361 ns;
1276;1005;13117685.44838 ns;
1277;993;13121187.68692 ns;
1278;1045;13202925.21268 ns;
1279;981;13270814.90308 ns;
1280;1010;13121977.91412 ns;
1281;1020;13173200.65573 ns;
1282;999;13125274.79604 ns;
1283;992;13122625.18331 ns;
1284;993;13122539.96730 ns;
1285;1032;13263417.87353 ns;
1286;1027;13261938.00196 ns;
1287;1038;13164099.77153 ns;
1288;1024;13119028.88119 ns;
1289;1026;13127116.02077 ns;
1290;1017;13160858.76897 ns;
1291;1009;13124189.80524 ns;
1292;1005;13160413.13112 ns;
1293;1010;13208321.76134 ns;
1294;1041;13203531.96934 ns;
1295;1010;13121854.97954 ns;
1296;1059;13196809.68300 ns;
1297;979;13120439.36923 ns;
1298;1027;13241601.17656 ns;
1299;1028;13119620.27103 ns;
1300;1031;13138147.07100 ns;
1301;1068;13117972.76139 ns;
1302;1035;13140683.06237 ns;
1303;1022;13206741.77259 ns;
1304;997;13252926.99039 ns;
1305;1016;13360787.18305 ns;
1306;1021;13327594.84649 ns;
1307;999;13240539.93449 ns;
1308;989;13221119.06484 ns;
1309;969;13237087.05604 ns;
1310;1038;13422023.03931 ns;
1311;1019;13282499.27610 ns;
1312;1014;13248311.82137 ns;
1313;1028;13226544.95016 ns;
1314;1024;13348525.39003 ns;
1315;1017;18464833.03234 ns;
1316;1027;13281410.09435 ns;
1317;1020;13165376.61478 ns;
1318;1015;13500943.31428 ns;
1319;1049;13120161.83510 ns;
1320;986;13202537.31683 ns;
1321;1029;13252202.88709 ns;
1322;1005;13204240.70582 ns;
1323;988;13118667.06237 ns;
1324;1019;13120400.71934 ns;
1325;1025;13121036.34700 ns;
1326;1040;13205872.84863 ns;
1327;996;13286353.08892 ns;
1328;1026;13162059.24377 ns;
1329;1027;13145057.95017 ns;
1330;1011;13159289.95609 ns;
1331;1015;13122559.05941 ns;
1332;993;13260039.96655 ns;
1333;1053;13119187.67169 ns;
1334;1066;13123135.08242 ns;
1335;1036;13122577.22020 ns;
1336;1014;13253649.23105 ns;
1337;1042;13163725.37985 ns;
1338;1038;13124076.18389 ns;
1339;1042;13248851.98846 ns;
1340;1033;13164286.96737 ns;
1341;1009;13142276.08964 ns;
1342;1021;13120753.22494 ns;
1343;1021;13120955.78760 ns;
1344;1013;13229004.10742 ns;
1345;1057;13452940.15482 ns;
1346;1042;13165809.21412 ns;
1347;978;13134227.13429 ns;
1348;1022;13119880.11003 ns;
1349;1067;13253188.22637 ns;
1350;1063;13471121.89978 ns;
1351;1038;13349168.00261 ns;
1352;1040;13183565.34466 ns;
1353;1029;13199582.23030 ns;
1354;1022;13121359.05027 ns;
1355;1013;13207004.87122 ns;
1356;979;13123826.58944 ns;
1357;956;13137006.66651 ns;
1358;1016;13125403.78422 ns;
1359;1029;13122387.23040 ns;
1360;1026;13235627.20791 ns;
1361;1031;13338495.04590 ns;
1362;1039;13218835.92755 ns;
1363;1016;13139030.89613 ns;
1364;1021;13310233.13105 ns;
1365;1011;13178260.06562 ns;
1366;997;13164248.31748 ns;
1367;1008;13229769.18891 ns;
1368;1037;13146099.16881 ns;
1369;1069;13286303.72882 ns;
1370;1016;13163204.30487 ns;
1371;1046;13203560.84034 ns;
1372;1000;13161077.62977 ns;
1373;1026;13119908.98103 ns;
1374;1035;13179835.86341 ns;
1375;1032;13162648.77096 ns;
1376;1022;13138622.97684 ns;
1377;1049;13131975.19630 ns;
1378;1044;13302615.37805 ns;
1379;1042;13262826.01804 ns;
1380;1015;13162983.11576 ns;
1381;1030;13121946.71482 ns;
1382;998;13228883.03548 ns;
1383;1011;13158750.72032 ns;
1384;1007;13156535.10392 ns;
1385;1048;13120950.19966 ns;
1386;1029;13263334.05450 ns;
1387;1050;13243518.76974 ns;
1388;1008;13124439.86535 ns;
1389;1021;13143219.98507 ns;
1390;1013;13122320.17517 ns;
1391;1013;13121246.36024 ns;
1392;1038;13120386.28384 ns;
1393;1016;13133587.78134 ns;
1394;1005;13203219.04495 ns;
1395;995;13277016.11444 ns;
1396;1039;13459211.21538 ns;
1397;1056;13222572.85938 ns;
1398;1016;13123384.67687 ns;
1399;1021;13250278.77465 ns;
1400;1064;13133984.99042 ns;
1401;1030;13219739.31044 ns;
1402;1046;13126923.70266 ns;
1403;1059;13124926.01573 ns;
1404;1014;13257524.92994 ns;
1405;1006;13134051.11432 ns;
1406;1033;13120219.11144 ns;
1407;1060;13160361.90838 ns;
1408;993;13140024.15165 ns;
1409;984;13134891.63294 ns;
1410;1017;13123549.05531 ns;
1411;1006;13129576.10935 ns;
1412;981;13173953.16437 ns;
1413;1009;13121970.92921 ns;
1414;1032;13124651.27558 ns;
1415;1018;13123087.11931 ns;
1416;1027;13122670.35246 ns;
1417;1002;13225869.74129 ns;
1418;1049;13122236.82180 ns;
1419;1040;13242558.57617 ns;
1420;1016;13591059.01793 ns;
1421;1008;13158044.77781 ns;
1422;1003;13215072.91868 ns;
1423;995;13123742.30474 ns;
1424;962;13197164.98256 ns;
1425;1063;13161843.17693 ns;
1426;994;13118728.99532 ns;
1427;994;13232713.56523 ns;
1428;1004;13209816.99973 ns;
1429;1038;13288181.74079 ns;
1430;998;13122559.05941 ns;
1431;1036;13123334.85112 ns;
1432;997;13250721.15287 ns;
1433;1006;13130097.18433 ns;
1434;983;13161106.03511 ns;
1435;1002;13187621.72014 ns;
1436;1046;13222105.80111 ns;
1437;1013;13201541.26734 ns;
1438;1025;13239431.66062 ns;
1439;1013;13293568.97622 ns;
1440;1015;13365270.10426 ns;
1441;1081;13338720.89162 ns;
1442;1027;13165693.73012 ns;
1443;1049;13253087.17787 ns;
1444;1011;13174556.19574 ns;
1445;1029;13401846.86705 ns;
1446;1016;13323213.90510 ns;
1447;1029;13250844.08745 ns;
1448;997;13312875.29320 ns;
1449;1021;13223030.13876 ns;
1450;1006;13283383.10122 ns;
1451;1009;13321425.76575 ns;
1452;992;13345575.89144 ns;
1453;1019;13228308.87511 ns;
1454;1010;13124603.31246 ns;
1455;1013;13120573.01402 ns;
1456;1043;13159567.02456 ns;
1457;1034;13310824.05522 ns;
1458;1053;13394648.20921 ns;
1459;994;13358855.15437 ns;
1460;1056;13246117.15972 ns;
1461;1046;13169773.85432 ns;
1462;1036;13166440.18516 ns;
1463;1040;13122397.00928 ns;
1464;1000;13121247.29156 ns;
1465;1042;13119366.95129 ns;
1466;1063;13118221.89018 ns;
1467;1037;13300618.15679 ns;
1468;1036;13138863.25806 ns;
1469;1078;13122539.03598 ns;
1470;1065;13158254.79105 ns;
1471;981;13157425.91396 ns;
1472;982;13121790.71829 ns;
1473;1014;13334419.11265 ns;
1474;1019;13160112.31393 ns;
1475;1015;13284753.07673 ns;
1476;1029;13124583.75469 ns;
1477;1020;13121712.02153 ns;
1478;1033;13180123.17643 ns;
1479;962;13158122.07758 ns;
1480;1031;13166475.10976 ns;
1481;1001;13162543.99717 ns;
1482;999;13158534.18782 ns;
1483;1011;13139483.05324 ns;
1484;1032;13161366.33977 ns;
1485;1015;13198425.06200 ns;
1486;999;13161933.04956 ns;
1487;1042;13406993.35560 ns;
1488;981;13373572.84501 ns;
1489;998;13164534.69917 ns;
1490;1005;13282048.98164 ns;
1491;1034;13192509.76667 ns;
1492;1048;13123746.03003 ns;
1493;1072;13264675.15901 ns;
1494;1041;13149420.73077 ns;
1495;1029;13149886.85772 ns;
1496;994;13163494.87752 ns;
1497;1029;13160846.66178 ns;
1498;1004;13216735.79514 ns;
1499;985;13181736.22712 ns;
1500;1038;13182268.94364 ns;
1501;1032;13120898.04560 ns;
1502;1002;13119301.75871 ns;
1503;1018;13248818.92651 ns;
1504;1013;13160146.30720 ns;
1505;1028;13304876.16360 ns;
1506;1013;13118578.12107 ns;
1507;1032;13137383.85215 ns;
1508;1001;13124140.91080 ns;
1509;1034;13300982.76958 ns;
1510;1008;13123026.11768 ns;
1511;1024;13219165.15008 ns;
1512;1030;13164469.04093 ns;
1513;1010;13220580.76039 ns;
1514;990;13122747.65223 ns;
1515;1052;13326291.92621 ns;
1516;1003;13131753.07587 ns;
1517;1004;13119258.91787 ns;
1518;992;13119128.06705 ns;
1519;985;13198621.57106 ns;
1520;1029;13222171.92501 ns;
1521;1030;13123654.76042 ns;
1522;1027;13198137.28333 ns;
1523;993;13158885.29643 ns;
1524;992;13163023.16263 ns;
1525;1036;13119332.02669 ns;
1526;1001;13119891.28590 ns;
1527;1042;13307062.90901 ns;
1528;993;13122709.00235 ns;
1529;1027;13182687.10747 ns;
1530;1018;13127105.77622 ns;
1531;1019;13179649.13324 ns;
1532;992;13203766.19697 ns;
1533;1010;13159502.29764 ns;
1534;1036;13121000.02542 ns;
1535;1044;13118252.15816 ns;
1536;1000;13196052.98340 ns;
1537;1033;13123892.24768 ns;
1538;994;13183271.97805 ns;
1539;1022;13269543.18210 ns;
1540;1000;13119748.79354 ns;
1541;1038;13124637.77140 ns;
1542;1071;13162223.62220 ns;
1543;1000;13201796.91538 ns;
1544;1022;13139668.85209 ns;
1545;1043;13159089.72174 ns;
1546;1031;13125166.76262 ns;
1547;1034;13123900.62958 ns;
1548;1057;13192554.93581 ns;
1549;997;13342858.75782 ns;
1550;1004;13121252.87950 ns;
1551;994;13161488.34303 ns;
1552;1052;13123929.03492 ns;
1553;1024;13117585.79686 ns;
1554;1017;13186308.08964 ns;
1555;989;13263116.12502 ns;
1556;1015;13121379.07371 ns;
1557;1010;13120673.59686 ns;
1558;998;13220999.85555 ns;
1559;1015;13167092.11096 ns;
1560;1064;13120271.73117 ns;
1561;1016;13150602.57912 ns;
1562;1034;13120710.84976 ns;
1563;1020;13174722.90248 ns;
1564;1031;13127905.78231 ns;
1565;1001;13118925.03873 ns;
1566;1037;13120105.02443 ns;
1567;1018;13120274.99080 ns;
1568;1011;13144360.85522 ns;
1569;1049;13256778.00924 ns;
1570;1040;13119193.25963 ns;
1571;1015;13119969.05133 ns;
1572;1028;13119822.36803 ns;
1573;1051;13119617.94272 ns;
1574;1020;13161660.17205 ns;
1575;1007;13164679.05417 ns;
1576;1038;13251009.86287 ns;
1577;1027;13123399.11237 ns;
1578;1025;13120985.58992 ns;
1579;1032;13271421.19408 ns;
1580;1040;13249572.83214 ns;
1581;1014;13122376.98585 ns;
1582;993;13182682.91652 ns;
1583;1046;13286459.25969 ns;
1584;1001;13123276.17779 ns;
1585;1023;13178706.63479 ns;
1586;1021;13249270.61796 ns;
1587;1063;13221051.07829 ns;
1588;1003;13140462.33892 ns;
1589;977;13160090.89351 ns;
1590;1029;13160682.74900 ns;
1591;997;13142619.28201 ns;
1592;1020;13120894.32031 ns;
1593;1058;13159519.06145 ns;
1594;1025;13197910.97194 ns;
1595;996;13201038.81881 ns;
1596;1078;13250712.77097 ns;
1597;1014;13212055.89920 ns;
